10260511215135732922U  111351121  112231822 7412 22232 .34                              
10261111215136181723S  1312321222 112145321 6312 114111.13                              
10262511215135042234S  123351211  23227162199913222631 .39                              
10263111215137632721S  3 1321911  22221932199113122111 .77                              
10263611215134063041S  3 2121211  21215562999911 22539 .56                              
20000221212136073612U  11911212  2332261221 11339335111.71                              
20002021212135853611S  11323221  1222271221 3111 22611 .72                              
20002521212134403922S  12115212  1322126321 6333922211 .56                              
20002721212137035135U  13125212  1231150622 8412 22432 .74                              
20003021212137035135S  3 315211  2212126621 84142332311.07                              
20003921212138453614S  12115112  2432130111 31391332132.45                              
20005221212133153613S  13125212  2122248821 4212 334311.03                              
20005821212135673924U  3 325111  1222171821 4212 22631 .52                              
20006221212132402433S  3 215121  1411146321 8411 224111.47                              
20006821212139541234S  11121212  2232226322 1112 332122.34                              
20007721212134403925U  12125112  1132275421 2112 22621 .49                              
20008021212139143612S  12335121  1312254321 2112 224111.44                              
20009021214132482624S  12121212  1422262521 7412 225211.23                              
20009721212138151723S  19225291  1312223622 4212 22132 .46                              
20011821212135741823S  3 215121  2211142324 9411 333142.23                              
2001262121213816 442S  3 215121  1232299929999199229991.12                              
20013721214134054034U  13122121  2222127424 21349332241.66                              
20014221212132252231S  12123111  143227582299912 22632 .32                              
20014921212133521233S  13125212  1232178821 7412 22631 .40                              
2001592121213985 133S  11125112  1232262821 8413122531 .44                              
2001622121213860 913S  3 212112  1211144321994132223111.42                              
20016521212133153613S  12215122  1132170421 2111 22621 .35                              
20017221212135022134U  12125221  2332225621 3112 332311.82                              
20018321212137175523S  13135111  2111151621 9411 334311.21                              
20018621212133153612U  12315121  1132283321 2111 22611 .40                              
20019321212132241724U  11345111  1212250616 63149224331.04OTHER                         
20019421212139411233S  3 325121  1512150821 9413122431 .79                              
20019921212134172921R  11335121  1112269821 4211 22631 .32                              
20020821212136093415S  12123221  1222299724 6312 229341.20                              
2002112121213334 131R  12132222  1131254522 2113922422 .49                              
20021221212139083415S  11115111  2222219322 42332331121.94                              
20021421212133372232U  12192211  2132152322 3111 334121.64                              
20022021212139034832U  13133922  2132256222 1112 335121.17                              
20022221214135631923S  13323211  1211157721 7412 22531 .52                              
20023221212132182721R  13135212  1212158321 5213922511 .83                              
20023321212135124833U  2 235121  2232151321 4211 334112.23                              
20023521212133861234S  11125111  2332121424 4232 331241.90                              
20024121214138324835U  12135192  2211251611 6312 334332.26                              
20024521212137134835U  13123212  1132182422 4212 22622 .35                              
20024921212133372232U  3 215112  1212150321 74131224111.06                              
20025621212138471724S  3 235111  2422124621 1111 331311.09                              
20026921212135405135S  12135111  2311149421 7411 334212.43                              
2002732121213480 443U  12135112  1132194821 3111 22631 .32                              
20027521212136093414S  13134212  1221232522 9412 222222.38                              
20028321212134781333U  13135111  2211140622 74132333321.01                              
20029021212137731725U  12125211  1232125522 1119222222 .83                              
20029121212133153612S  2 232121  1212130421 7415122221 .75                              
20032321212133142924S  12125112  1332160421 63131225211.01                              
20032521212137174212R  3 235121  1511256621 7411 22531 .58                              
20032621212139364833S  11335121  1222256321 2119922511 .83                              
20033121212135715133S  3 135111  1332118223 3133222114 .68                              
20033821212136154731S  2 215121  1311143821 7413122331 .87                              
20033921212138014942S  3 232121  123125342199911 22421 .87                              
20034421212133182234S  11939211  2112224621 31131331311.13                              
20034621212136012831S  11123112  2212130321 3133233211 .99                              
20034721212132182721S  13325111  1332182221 4212 22611 .81                              
2003552121213303 844U  12925221  2132283621 2112 33631 .77                              
20035921212132081641R  12135112  2211133521 6311 332211.47                              
20036121212139154833U  3 232112  2211128612 63332332331.29                              
2003632121213970 841R  13135112  1131155621 8423222531 .35                              
2003692121213603 913S  3 325212  2112126821 8433133231 .87                              
20037021212138034531R  11912929  1131275221 3113922611 .39                              
20037121212137852021R  11315199  1312150421 3111 224211.15                              
2003732121213928 443U  3 235112  2112122311 31141331131.95                              
20038221212138014941S  11325121  2332218221 3131 331111.53                              
20039021215134804942U  3 235111  2622125321 1133933211 .89                              
20039721212134403923U  11135121  2111240521 6311 333212.45                              
2004002121313928 443U  11131212  2232156811 5211 335331.81                              
2004102121213479 531R  3 232121  2422218421 42131331212.45                              
20041121212139782514S  11125211  1132171221 1112 22611 .58                              
20041621213133363731R  12125221  2322121421992239331211.62                              
20042621212133191921R  3 239221  1132281321 7411 22611 .39                              
20042821212136085523U  12121212  2212257621 6312 33531 .83                              
20042921212134354941S  13129212  1212151421 5212 22421 .94                              
20043621212133013543U  3 215112  2212163621 9411 335311.03                              
2004382121213302 645U  13121211  2112128823 6332 332341.06                              
20045621212132601823S  3 235121  2211130621 3113133231 .74                              
20045721212138654732S  13135121  2232253321 21349334111.87                              
20046121212138654732S  12912111  2211142321 6311 333112.13                              
20046221212134041334S  11125121  2322258821 11131335311.07                              
20046321212137721232S  9 135929  1312122311 11359221131.13                              
20046921212133012434U  13125212  1422256821 7412 22531 .70                              
20048021212137861234U  12115922  2632140222 1132 333122.41                              
20049021212137035132S  13121122  1132163222 2112 22512 .37                              
20049821212136062132R  12125121  2431243321 52131333112.45                              
20050121212137861235U  11132112  1222129624 6333222234 .53                              
20050221212135853612S  12129212  1211143821 8412 22331 .70                              
20050921212134234731R  13121299  1232266121 4213922611 .61                              
20051321212137575135U  12135211  1232179322 6312 22612 .72                              
20051721213138563415S  12135121  1211150821999139224311.07                              
20052321212132163925U  12335912  2312126621 2112 332311.07                              
20052821212139373922R  12125111  2311244321 7412 333112.45                              
20053221212135405135R  13115192  233226932199211 336111.63                              
20053621212135704212R  14345121  1222271721 7411 22631 .32                              
20055621212137861234U  3 231211  1332119411 5211 221232.29                              
20056221212135715135S  13335112  2231245421 9431 334212.45                              
20056521212136093413S  11332212  1212127321 4212 22211 .57                              
20056621212135082514S  9 333211  1211153821 9412 22431 .95                              
20057721212137651823U  12331112  1212159311 84339225131.40                              
20059521212136463615U  12125221  122211832299233922112 .77                              
20059921212134844214U  3 235112  1221244621 7411 223311.36                              
20060721212134193924U  11123212  2211231821 4212 332311.82                              
20061821212134403923S  11135191  1231270421 4212 22621 .53                              
20062921212139411233S  3 215112  2232165621 7413933631 .77                              
20063221212139193734U  12115111  2132157322 1112 335121.58                              
20064521212135081235U  13125212  1132278321 4233222611 .53                              
20064721212138654733S  11132112  1132282821 5212 22631 .32                              
20065321212134231333S  12135112  1231235321 6332 223112.08                              
20065521212132291331R  11115911  2232167221 2131 336111.24                              
20065821212136781333S  12131112  2212140621 84332333311.26                              
20066021214137163613S  11315112  2312120421994332331211.81                              
20066421212135853611R  12935112  1212161521 6313922521 .76                              
20068521212134071234S  3 925199  123124262199411 223311.16                              
20068721212136033311R  3 215221  2411244521 3111 333212.45                              
20069121212138654733S  2 215199  1212156329 6313122519 .79                              
20069221212135133923S  11115199  1211233621 8412 22231 .73                              
20070421212132482624S  2 225199  2222131611999139332331.67                              
2007062121213303 842S  3 212111  1222177621 8411 22631 .38                              
20071521212134234733U  2 212111  2112158621 6313133531 .99                              
20072421212139193734U  12321211  2221148621 52131334311.55                              
20073921212133182232S  11214111  2222120421 9411 331211.41                              
2007532121513719 842S  3 235119  2232265811 8411 33633 .96                              
2007592121213251 132R  11115121  2312256321 2111 335111.46                              
20077221212132144835U  3 212121  1412262821 7413122531 .80                              
2007772121213626 645S  11125112  2422118223 63132331141.55                              
2007842121213831 643S  11335121  2212175621 8411 33631 .79                              
2007882121213213 645U  13122291  1412150622 5214922432 .96                              
20079421212133141723S  13123212  2222255421 3112 335211.46                              
20079721212136125523U  11919129  1622222421 2121 221211.54                              
2008002121213925 443S  3 235121  2212224621 6311 33131 .91                              
20080221212137134835U  3 215121  1231244616 9411 223332.30HISPANIC                      
2008032121213323 645U  11125221  1532219316 7412 221132.45MEXICAN HISPANIC              
2008152121513760 642S  11135212  1211250811 3119922433 .76                              
20081821212132144835S  11335111  2512155511 6332 335232.45                              
2008192121213760 642S  12225122  1112130216 3113222213 .51HISPANIC                      
2008262121213909 641S  12325221  1232176821 3111 22631 .44                              
20082921213135414141R  11122211  1232176421 4212 22621 .52                              
2008592121213251 132S  12135121  1211237321 3112 223111.90                              
20087021212135034144U  12125211  1232179421 3112 22621 .64                              
20088521212133614831R  3 315119  2211152621 42131334311.27                              
2008882121213559 641R  12213111  1322119311 94131221131.35                              
2008992121213714 645S  3 232121  2612130623993331332341.06                              
20090321212136054622U  3 335121  2111227521 6311 332212.45                              
20090721212134023122U  12125112  2312132321 6313233211 .87                              
20091321212134255344S  12115122  1212218421994131221211.63                              
20092021212137134831R  12115112  1311231321 4212 222111.55                              
20093121212139094835S  3 332111  1121220322 3111 22112 .54                              
2009452121513530 642U  11132121  1222119311 2112 22113 .93                              
2009472121213951 642U  11223121  2232119221 42131331111.01                              
20094821212139854214S  12325211  1111142621 9412 22331 .63                              
2009522121213530 641R  13129211  1232163421 7412 22521 .68                              
20095321212133191921S  3 235121  2222253321 8411 334112.16                              
2009562121213951 642S  13315121  2212146621 9411 334311.14                              
2009602121213951 642S  11133122  2232261321 1132 335111.51                              
20096321212133083122R  11125112  1232255825 8411 22534 .38                              
2009672121213479 533U  12115112  2312132521 4232 332211.36                              
20100021212137134835S  13135121  2212133611 63232332331.89                              
20100721212137852022R  11232121  2132269421 2133233621 .93                              
20101021212135095341R  3 215112  2532120321 7431 331111.17                              
20101421212132104834U  3 335111  1211125411 42231222231.59                              
20102121212139794831R  13135121  1311151321 84191224111.54                              
20102621212138151721R  11323112  1222265321 3112 22611 .62                              
20102721212138151722S  11125112  1212153821 8412 22431 .57                              
20102921212135095341U  3 335192  2132280521 2111 336211.11                              
20103121212135095343S  12115121  2331224421 52332331212.43                              
20103321212134023121R  13235121  1211148321 6311 224111.23                              
2010352121213951 642S  12135121  2232120411 11132331232.45                              
2010362121213251 132U  12122112  2132164322 2112 335121.12                              
2010402121213909 443U  11125111  2212264821 6331 33531 .87                              
2010442121213661 641S  3 235121  1312125522 2111 22222 .77                              
2010482121213707 643U  12335111  2522223616 8412 331331.59SALVADORIAN                   
20105321212138151724S  3 914911  213212932299933933212 .98                              
2010552121213925 644S  13135121  2332159211 63332335132.45                              
20105821212134255344U  12135112  2211123723 11399331341.06                              
20106321212138151721R  3 235121  2222247621 4211 33431 .93                              
20108221212136202021R  12335112  2222172421 5213133621 .97                              
20108321212132182721R  3 215112  2112132521 7411 332211.43                              
20109021212132104834S  3 315121  1422264421999131225211.23                              
2010932121213520 443U  12125121  1622122316 31339221131.28MEXICAN                       
20110021212138014944S  13333121  2331244421 74239333212.45                              
2011072121213480 443U  3 335191  2431223425 94192331242.32                              
2011082121213970 842U  11123212  1132254821 2112 22431 .32                              
2011102121213520 441R  3 215121  2211129621 6311 33231 .79                              
20112021213137043732R  12315199  2112127121 4231 33211 .86                              
20112121214138031334S  13123212  1121153622 1132 22432 .41                              
20112521213132013414S  3 215121  1212161821 9411 22531 .78                              
20112621215132702132S  12125221  1132167321 4212 22611 .35                              
20113721214133045432S  12129211  1212152521 8412 22421 .79                              
20114121213132312622R  3 135211  2132284821 6313133631 .53                              
20115921213138102621R  3 335121  2212237621 42131333311.82                              
20116121213138453613U  12135121  1222173321 5213922611 .72                              
20116621215135704212R  13135921  2211126411 52139332232.45                              
20117221213137403922S  12229111  1212160621 8411 22531 .48                              
20117521215133473615U  11192221  213217842199912 336211.58                              
20118421213133045431R  11115111  1212270321 2112 22611 .61                              
20119121213139121332S  13125211  2232267222 1113233612 .81                              
20119221213132765132R  11135212  2211141322 5232 333121.71                              
20119721213139041234U  11115111  1412263821 7413222531 .70                              
20120321215138034532S  13215922  2232161125991349335141.33                              
20121121213132073923S  3 315121  1312130121 5211 22211 .63                              
20123121213138434532S  3 224221  2132262721 2111 33531 .76                              
20124121213138434532S  3 315112  1212154321 8411 224111.06                              
20124321213138034533S  3 235221  2522221321 31132331111.41                              
20125221213133471232S  13199999  1112118695 4233922134 .32                              
20125421213139103734U  11121212  2432221422 3112 331222.43                              
20128321213136093412U  12132112  1311140416 84132223232.13HISPANIC                      
20128821213138324835U  3 332211  2112125623 52331332341.02                              
20129721213133182231R  3 295199  2112163321 6312 335111.60                              
20130121213133045432R  12135111  1332218221 6313122111 .85                              
20130321213132072312R  11112211  1312158321 52132225111.06                              
20130421213139034833S  9 315121  2231239821 7411 333311.72                              
20131821213134132512S  11335112  1212158821 9423122531 .55                              
20132021213133394413S  13139211  122222262199133922131 .53                              
20132221214133171823S  3 225121  1312162621 8413122531 .66                              
20132321213136143925S  9 335121  1612165821 9413222631 .74                              
20133121213136062131R  12335111  1431252321 2112 224111.41                              
20133221213132031232U  11115112  1232172321 7413122611 .56                              
20134821215136033311R  12214121  1212158521 6313122521 .76                              
20135321215136143925U  2 235112  1531125211 21331222131.60                              
20135621215138144211R  12135112  1312248521 3112 224211.43                              
20135721213136143925U  12135121  2322120411 21132331232.45                              
20135921213134432434S  11145211  1212233621 4213922231 .94                              
20136021213139892622U  11223291  1132172322 3112 22612 .32                              
20136121213139083415S  3 225121  1212153623 94131224341.03                              
20137521215134071822R  11335121  122225342199311 22421 .85                              
20139921213138131235U  11335112  2222137521 11139333212.45                              
2014082121313203 914S  11134112  1522122922 3113922192 .86                              
20140921213138045134S  3 925921  1212235621 84131223311.16                              
20141021214133171823U  9 215121  2919135629999131333391.26                              
20141421213134193922R  11235121  2232172421 4219933621 .85                              
2014272121313860 913U  13135111  1232267322 3112 22612 .54                              
2014522121313720 841S  12335212  1412127616 6313122233 .92HISPANIC                      
2014592121313410 133U  3 235112  2222221322 11332331121.13                              
20147421213133153732R  11135121  2231227311 3131 332132.45                              
20148121214138014942S  3 225222  2111225319 2131 332132.45                              
20149321213132402433R  3 212121  2211128521 6331 332211.36                              
20152121213138045134S  13121212  1121133422 4212 22222 .46                              
20152621213132081641R  3 331212  1322122321 1133122111 .77                              
20153121213133211233U  11135222  2131135322 21339333121.87                              
20153321215133303923S  9 223121  123119932199919922911 .49                              
20153821213138014943S  12132111  1122120321 2113122111 .37                              
20154521213133521232S  11129212  2911199329 4219933919 .86                              
20155921213135751232U  9 239199  1331219321 4234922111 .85                              
20156021213136313614S  11135219  2232220311 4232 331132.45                              
20156321213135163615S  2 225111  2211141621 84131333312.16                              
20156621213135753541U  12315212  2211127429 31332332291.47                              
20158121213134063041R  11115112  1332118221 7433122111 .77                              
20159821213134132513S  11123919  2221249621 31139334311.03                              
20159921215137244213S  3 335211  1331147322 11332224121.38                              
2016062121313480 644U  13125212  1211245611 74332224331.07                              
20160721213135742622S  11123292  1322120521 3114222121 .93                              
20162921213137861234U  13115112  2111132611 84332332331.66                              
20163721213134063041R  2 235121  2111143621 63131333311.37                              
20163921213137342622R  11395121  1211150421 6311 22421 .79                              
20164021213135172622U  11935111  2322250321 21149334111.88                              
20164221213133521232S  13125222  2122151321 2132 334112.04                              
20164421213137701332S  3 335121  1321252621 9411 22431 .53                              
20165921213135741823U  3 315129  1232274821 6311 22631 .32                              
20166321213134234731S  13112122  2212159321991332335111.60                              
20167021213137043734S  12322111  1232178321 5231 22611 .79                              
20167121213132391233S  3 335221  1212135521 6314922321 .90                              
20167321213136172515S  11112191  121919999999923922999 .85                              
20168021215132391233S  12131212  1132260421 5212 22521 .48                              
20168321213136143925U  11321222  1332257422 5212 225221.13                              
20169221213136063242S  11123112  2232235621 11332333311.63                              
20169621213137651821R  11335122  2122264221 3132 335111.69                              
20169721213133171825U  11221211  1232170821 6311 22631 .58                              
20169821213139193732S  13135112  1132272421 4211 22621 .32                              
20170221215138434533S  12135112  2232250821 9412 33431 .88                              
20170421213132291233S  12129111  1311234422 11139222221.98                              
20170621213139541234S  12335121  1432220511 84332221232.45                              
20170721213138121823S  3 333299  2232134821 4213933231 .74                              
20171221213138283731S  12125211  1332171321 3112 22611 .81                              
20171321213134432432S  3 333122  1212158621 8411 22531 .47                              
20171821213136143925U  12915122  1232264423 6311 225241.06                              
20172121213135021822S  2 215121  2211150521 63139334211.52                              
20173621213135082514U  11135192  1632224623 7432 22134 .82                              
20173921215135703615U  3 225112  1231130321 4233122211 .85                              
20174221213133153612S  3 312121  2212224621 3111 33131 .94                              
20174521213137174212R  3 225121  2122219321 42141331111.50                              
20174721213135611233S  3 235121  2211155521 6311 335211.19                              
20177721215138102623S  11215111  1321134316 21132222131.09MEXICAN                       
20178121214133473615U  12121221  2222224822 3112 331321.20                              
20178721213133132625U  11325122  1332265622 6313922632 .45                              
20178821213136172514S  12123211  123216982199912 22631 .61                              
20179321213135804031R  11325221  1232170821 6313122631 .42                              
20179721213133132625U  12133111  1122166322 1112 22612 .46                              
20180621213133142922S  9 235911  123227132199113922611 .53                              
20181221213139564833S  11325111  1632120321 8433922111 .71                              
20183321215137061334U  13349999  211122452299912 331222.43                              
20183421213139133614S  3 325112  1232257621 8412 22531 .66                              
2018462121313501 531R  3 232121  2332120225 11131331141.09                              
20185721213136012832S  2 212121  2212172821 8411 33631 .70                              
20187321213137852021R  3 335121  2222120421 1131 331211.63                              
20187821213137155521R  3 335921  1132285321 1119922611 .39                              
20188021213136122725S  12121212  2212251421 6312 334212.45                              
20188321214135804031R  13323221  2231151325 11331334142.24                              
20190221213134694834S  12935119  2222199521999339339211.74                              
2019092121313501 532S  3 215121  1212266421 3111 22621 .48                              
20192221213132814835R  12915121  2212148311 63339334132.45                              
20193221215132051334S  12325112  1212131822 9412 22232 .40                              
20193321213138721725U  3 935212  1212134311 1131 222131.26                              
20193721213139524832S  3 224111  2112119322 4213133112 .79                              
20195021213136012832S  13133212  2232171422 7412 33622 .68                              
2019582121313256 131R  12123112  2212148321 3131 334112.35                              
20195921213139184031S  12335112  2231243225 2111 333142.45                              
20197221213134023121R  3 335111  1211235321 63331223112.19                              
20197321213132104834U  11335122  2222229611 21331332332.45                              
20198021213139184034U  3 225121  2211139421 8411 333212.23                              
20198721213138324835U  11139221  2211224322 4212 331121.65                              
20198921213133191922U  11125112  1222299621 6312 22931 .67                              
2020032121313334 131R  12135999  122224542299912 22422 .77                              
20201221213136154733S  11315111  2411125321 4211 33211 .94                              
20201921213137731725U  12115221  2211126311 4212 332132.43                              
20202821213133192512S  13123219  1222246821 8412 22431 .49                              
20207221213138501232S  9 332129  1231232321 3111 222111.07                              
20207821213132104832U  12112121  1312247321 9411 224111.22                              
20207921213136154733S  11121211  1232172621 7412 22631 .40                              
20208121213136012831R  12123112  1132263222 1112 22512 .44                              
20208421213134172923S  3 235121  2222254421 21139334211.77                              
20209221213137314731R  3 225121  1432224621 3113222131 .61                              
20210021215137731725U  13133212  1332222322 1112 221121.09                              
2021062121313573 845U  12133211  2211135621 6332 333311.91                              
20211021213137014833U  3 215121  2232181121 74131336111.18                              
20211121213138064831R  3 335121  1312260311 3112 225131.93                              
20211421213136824831S  13132112  1232143421 1131 22321 .95                              
20212521213132814835S  3 235222  1312127621 7413122231 .70                              
20213321213136301725S  3 335221  2412135621 74139333311.85                              
20214721213133182231R  11135121  1312121321 1123922111 .74                              
20215021213138704835U  11232221  1322218316 5231 221132.37HISPANIC                      
20215121214134694835U  12112922  2232158422 42339335221.40                              
2021532121313205 131R  13135111  2332219421999339331212.45                              
20215421213135042234U  3 215121  1232271621 4211 22631 .39                              
20215621213139184034U  11115121  2322218221 2111 331111.82                              
2021592121313310 645U  2 315121  1312125421999391222211.35                              
2021702121313253 843S  2 215121  132227542199411 22621 .69                              
2021832121313559 642S  3 235121  2221131621 3111 33231 .69                              
2021852121313415 645U  13125212  2212230424 52132332242.45                              
2021862121313805 643U  11333222  1332118421 84339221211.04                              
2021892121413408 645U  13115121  1212249512 7412 224232.44                              
2021992121313310 645S  13125212  2211145421 52141334212.45                              
2022032121313916 645U  13121212  1211124611 52342221331.16                              
2022072121313916 644U  12323211  1412175821 8412 22631 .67                              
2022302121313408 643S  12125211  1312227421 5212 222212.45                              
2022362121313424 645U  11122121  2212228821 5232 332312.13                              
2022402121313310 645U  11331219  2422223623 21349331341.26                              
20226921213135034142S  3 215222  1232269621 8413122631 .32                              
2022742121313424 645U  13122212  1999118314994349221131.48                              
20228021214137651821R  11135121  1232169321 3111 22611 .65                              
20228221214137721233U  13129211  1211199529 7413222929 .70                              
20228921214136313614S  3 315121  1332168321 42339226111.17                              
20229121214132072624U  3 235121  2231142821 84131333311.63                              
20229521214137323414S  3 225121  1211247821 9411 22431 .69                              
20230621214138605133S  3 222112  1422120421 94232221211.01                              
20231521215137731725U  12132221  1132160499 6313222529 .57                              
20231621214134145523S  3 334112  2111157421 1191 335211.20                              
20231821214139132024U  3 222112  1222219421 6312 221211.58                              
20232621214136302923S  3 215112  2231230521 5231 332212.45                              
20232721214138123615U  11199292  2212127821 21339332311.26                              
20233321214139373924S  12135221  1132266321 2111 22611 .47                              
20235021214136104213S  12115112  2232228321 21139332112.45                              
20237221214137861234U  12225212  1232156222 1113222512 .82                              
20237321214134342433S  12349111  1212130829 7413922239 .39                              
20238121214135414141R  3 235121  1232270421 4211 22621 .57                              
20238221214134781332R  13135212  2211141322 5232 333121.71                              
2023842121413310 645S  12235121  2512247323 6332 334142.45                              
2023872121413916 644U  11225211  2212252321 6312 334112.45                              
20238921214135034142R  13132121  2111128421 84931332211.27                              
20239521214132064032S  3 925129  2112120529 42351331291.41                              
2023962121413209 641R  12123221  1332261521 1111 225211.03                              
2023992121413951 642U  3 325121  1331237623 6311 223341.02                              
2024092121413209 642S  3 935121  2232258721 7411 33531 .78                              
2024252121513805 643U  13121212  2232166321 84149336111.22                              
2024272121413626 645S  3 235121  142124862399413922434 .83                              
20242821214137023242S  13335121  2532152616 3112 334332.00HISPANIC                      
2024332121413408 644U  13131121  2312122323 21332331141.37                              
20245321214139782513S  3 222299  111225532399419122514 .58                              
20245721214132692622R  3 235121  2211132321 5235133211 .87                              
20247121214137861234S  12235122  2312128411 3111 332232.45                              
20248921214132163925U  11135121  2212135321 63332333112.45                              
20249121214136162621R  9 345212  1211143429 4213122329 .95                              
20249221214135741822R  11325192  1432283321 4212 22611 .67                              
20249521214139173615U  13223122  2212130416 31132332232.45PUERTO RICAN                  
20250021214139143615S  13125112  2311142322 4212 333122.45                              
20251321214137402132S  13134121  2219243421 6312 333212.45                              
20252821214137575134U  11325291  1332266421 3113222621 .86                              
20254221214135712432S  12325112  2112123622 3113233132 .62                              
20254321214139892622U  12135121  2311243421 42132333212.45                              
20254821214135853614U  3 235121  1212149621 8411 22431 .95                              
20255421214134014413S  3 235121  2222165621 6313133631 .90                              
20256021214137043734U  9 935221  113218732199114122611 .50                              
20256321214139103731S  11135112  111226822199114922611 .39                              
20256421214134403925S  14129111  2132159821 74332335311.46                              
20256621215138151723S  12129212  2232122521 8412 331211.55                              
20257121214133473615U  12125299  113214932299912 224121.01                              
20257921214133861233U  11121121  1231136322 3132 22312 .97                              
20258121214134234733U  11135119  2211227621 6311 332311.41                              
20258721214134041335S  12315112  2112160121 11339335112.22                              
20258921214132674215U  11235112  2222135424 5212 333242.45                              
20259621214136093414S  13135112  1211240422 42331223222.17                              
20261421214132291331R  12322222  1212155322 3112 22512 .67                              
20261821214135183611R  13135112  2422120421999132331211.90                              
20262421214136162623S  2 215111  1612122621 6321 22131 .55                              
20262521214137342623U  12123212  1212264821 9413222531 .44                              
20263021214137403922S  3 325121  1211136521 5213222321 .82                              
20263721214135151923U  3 212999  1131248421 2131 22421 .58                              
20264221214132625523S  11135112  1412252621 7411 22431 .58                              
20264521214134054034U  3 212111  2322122321 84131331111.39                              
20265221214132104834U  11115121  2112226821 6311 332311.82                              
20265821214135124834U  11122111  1212152821 9413122431 .81                              
20266721214137134835U  11225121  1212163821 7411 22531 .76                              
20266921214136154732S  12933911  1531249421 2111 224211.05                              
20268821214133091721R  13225291  2132249321 11331334112.16                              
20270021214132171722U  12129921  1232174821 8413222631 .37                              
20270221214132702132R  14232121  123124642199912 22421 .83                              
20272821214132282832S  12331121  1232158322 4212 22512 .58                              
20273221214139205522S  9 235112  2112260521 4211 335211.34                              
20275821214132144833U  13135212  2232162324 1112 335141.45                              
20275921214133142922S  12125212  2131233321 2112 332112.08                              
20276221214136622832R  11129999  1131150121 1114122411 .67                              
2027682121413480 443S  12125112  2532244421 1131 333212.45                              
2027722121413805 643S  3 235191  2212225821 42139332311.45                              
20277521214138014942S  3 232121  1439170621 6311 22631 .48                              
2027762121413505 843U  3 225921  233226962199999933631 .61                              
20278121214136362924S  11315221  1132142321 1113222311 .99                              
2027842121413334 132S  11215119  1212153321 42239224111.06                              
20278921214134354941U  3 215121  2112228621 4211 332311.53                              
20280421214134324831R  13331911  1311239511 6312 223232.45                              
20280921214138471724S  11335299  2121124321 1132 331111.39                              
2028232121413818 645U  9 329112  1311135529999149223291.72                              
2028382121513719 841U  3 125221  2112260811 5212 335331.59                              
2028612121513203 914U  11135921  112213862199923922331 .63                              
20286221215137244213S  3 235121  1212151621 9411 22431 .74                              
20286921215134234733S  12123199  1192276221 1132 22611 .37                              
20287021215136301725S  12235112  1112242621 6312 22331 .82                              
20289021215139364831R  3 333121  1332155321 1111 225111.05                              
20289521215132191823S  2 232221  2211140521 7412 333211.74                              
20290421215139184031R  12325222  2312162521 52132335211.25                              
2029052121513707 642U  11215199  2211232421 52349332212.45                              
20290621215134255342S  13323112  2211134421 42299332211.27                              
20291821215132021135U  3 219129  2112254821 5211 334311.29                              
20292121215139014734U  11325112  2212128821 6323933231 .95                              
2029242121513203 914S  12935221  2112247821 84349334311.34                              
20293521215133254831U  12115212  161213729199411 223111.61                              
2029382121513870 533U  3 312191  2212133424 63132332241.29                              
20294121215135082514S  3 135112  1212256421 52132225211.14                              
2029452121513760 643S  3 339999  1332221321 9439222111 .96                              
2029552121513209 643U  13135122  1211143521 8433222321 .93                              
2029752121513530 641R  3 339121  2232174421 3111 336211.00                              
20297721215137074834U  11325191  2212228621 63132332311.82                              
2029802121513530 642U  11123121  1232250429 5214922429 .87                              
2029872121513714 645S  11132112  1232176421 4213222621 .72                              
20299021215133232621R  11123212  1232275823 9412 22634 .32                              
20300521215139041234U  13123291  2521142322 6332 333122.41                              
20301721215134193921R  11135111  1232260321 7413222511 .88                              
20301821215139373922R  12115199  1232157321 6313922511 .73                              
20302121215137174212R  11135121  2232261521 3111 335211.55                              
20302521215134254942S  3 112112  2232120321 1131 331111.01                              
20303321215139733615U  11325112  2212146821 94141334312.07                              
20303621215138144213S  11235122  1232266321 3113222611 .68                              
20303721215133021034S  13123212  1312253422 8412 224221.20                              
20304121215138131234U  11393211  2212127821 6313233231 .95                              
20304221215133473415S  12132111  2532122311 11339331132.45                              
20304521215137701334S  3 215121  2212127621 7411 33231 .95                              
20304821215137701334S  13123111  1212153821 9412 22431 .81                              
20306721215136093414U  12335221  2132257321 1131 335112.41                              
20308021215138144213S  3 215121  1312151321 8411 224111.72                              
20309421215135741822S  11222111  2212140321 7411 333112.14                              
20309521215136073612U  3 215122  1512158521 6311 22521 .83                              
20309721215134041334S  11129211  2211130622 7412 33232 .76                              
20309821215139062621R  11121229  2112258321 2111 335111.69                              
20311521215138034532U  13225121  1232168321 3111 22611 .56                              
20312521215136313614S  12131212  1139199999 1192 22999 .47                              
20312721215133211233S  12235921  1222270421 6312 22621 .53                              
20313021215138034531S  12129212  1212170521 6312 22621 .50                              
20313421215139892622U  12335121  1232169421 6313122621 .44                              
20314021215138623415S  11125122  1232118316 2132 221131.68HISPANIC- PERUVIAN            
20314921215139733412S  11132111  152221932399433222114 .95                              
20315721215133171823S  12121212  1132270821 3132 22631 .32                              
20316021215135673922U  3 235112  2232269321 8411 336111.02                              
20316721215133153613S  11112121  1112126521 6311 22221 .52                              
20316921215137652622R  11133212  2232132321 1112 33211 .87                              
20317121215137651822U  12315122  1311129321 4211 22211 .56                              
20317921215132191823S  11235121  1211245421 4213922421 .92                              
20318021215139403732R  3 235121  2212129621 7411 33231 .67                              
