DATA FOR STATE-LEVEL INCOMES OVER TIME
PLAD 8310 - MERGE EXAMPLE DATA
stcode	year	income	p10income	p20income	p30income	p40income	p50income	p60income	p70income	p80income	p90income	meanincome	minincome	maxincome	sdincome	ineqincome	gini_income	n_income	nwgt_income	men_p10income	men_p20income	men_p30income	men_p40income	men_p50income	men_p60income	men_p70income	men_p80income	men_p90income	men_meanincome	men_minincome	men_maxincome	men_sdincome	men_ineqincome	men_gini_income	men_n_income	men_nwgt_income	wom_p10income	wom_p20income	wom_p30income	wom_p40income	wom_p50income	wom_p60income	wom_p70income	wom_p80income	wom_p90income	wom_meanincome	wom_minincome	wom_maxincome	wom_sdincome	wom_ineqincome	wom_gini_income	wom_n_income	wom_nwgt_income	medincome
"CO"	1988	46.77204	9777.92	14768.1	18596.3	22436.9	26437.4	31352.9	36513.1	43833.4	54829	30776	21.2766	372337.4	13432.6	5.60743	.349254	901	1803491	5838.38	12586.4	18369.8	25560.1	32418.5	40235.9	48142.7	59251.6	79513.7	39565.8	21.2766	372337.4	22547.3	13.61914	.439622	469	954162.8	2381.12	6369.45	9966.35	13723	18191.7	23111.5	28640.3	35867.8	46778.5	22307.2	25.83587	331304	12667.4	19.64559	.455599	432	849328.1	40.17842
"CO"	1992	39.03193	10169.7	14785	18847.8	22713.3	26381.3	30593.4	35508.7	42003.6	55804	30444.9	26.92308	246665.4	15649.9	5.487281	.340436	999	1870770	5718.1	13277.2	18986.4	24478	31797	38801.8	46696.5	58153.1	77411.9	38323.8	192.3077	246665.4	24276.3	13.53804	.427785	547	1032570	3261.69	6999.37	11421.5	14818.2	19129.3	22735.3	28212.1	35987.4	46767.8	23192.1	26.92308	162969.2	15911.9	14.33852	.440323	452	838200.5	33.82218
"CO"	1996	38.72523	11125.7	15562.6	19504.4	23497.8	27644.2	31584.9	37519.3	45458.3	59603.1	33768.4	57.33945	466836	21945.1	5.357245	.357633	1063	2317984	6648.34	13643.5	20649.8	25619.6	31754.6	39013.5	46484.1	58868.3	77926.3	41401.7	114.6789	466836	33891.4	11.72117	.449978	564	1244339	3636.56	7810.19	12014.2	15565.5	19639	24783.4	29765.5	37271.3	52229.2	25505.8	57.33945	355665.1	24050.8	14.36225	.460051	499	1073645	31.70206
"CO"	2000	39.29404	12194	17202.5	21412.2	26072.9	30564.4	35567.4	42169.6	50659.1	65780.5	37604.4	52.2466	257931	33301.9	5.394497	.381335	1165	2435497	9290.75	17414.8	23347.7	29953.7	35562.9	42537.7	52154.9	65874.5	88490.9	47486	52.2466	257931	49924.9	9.524624	.446023	633	1324811	4300.96	10112.3	14005.4	18125.8	23130.7	28080.7	34322.9	43547.3	57389.8	30216.2	67.92058	255862.1	30443.2	13.34349	.454621	532	1110686	31.93772
"CO"	2004	36.24909	11756.4	16753.4	21159.4	25399.4	30706.8	36180.1	42870	49499.7	66083.6	37807.8	2.876318	501155.3	34920.5	5.621074	.382759	2292	2394464	9632.79	17109.2	22488.1	28167.3	33674.5	40152.9	49988.1	65955.1	95360.8	46977.6	2.876318	409366.3	51352.5	9.899603	.452647	1249	1315302	4702.52	9649.99	14453.5	19079.1	23806.8	29165.1	36015.6	43564.3	61180.6	30207.9	6.71141	501155.3	32858.5	13.01017	.457736	1043	1079163	29.44085
"CT"	1964	137.6099	12503.4	14916.5	17266.1	19245.6	21415.3	23408.7	25985.4	29678.4	35741.3	23668.9	23.25581	372093	2605.37	2.858526	.261687	583	1396260	9216.91	20229	26854.3	29762.8	33519.2	37265.2	41853.5	48257.7	60088	36572.9	58.13953	372093	5008.09	6.519321	.339822	363	871339.6	1695.39	4064.04	7062.11	13200.1	17410.3	19585.6	22505.5	25390.4	30055.2	16471	23.25581	61046.51	2015.98	17.7276	.386301	220	524920.2	124.5076
"CT"	1968	123.0984	12328.8	15303.2	17805.8	19570.4	21528.8	23524	25597.7	28848.5	34959.6	23758	259.0674	155699.5	2570.05	2.835605	.254546	253	324708.5	5199.22	14629.3	21974.1	27115.3	31818	35581.2	39912.4	46379.8	55480.8	33389.3	259.0674	155699.5	5367.29	10.67099	.369497	146	188930	1606.38	3479.71	6267.34	9538.3	14629.1	17280.2	19887.3	22850.6	27998.7	14433	388.601	51937.82	2079.42	17.42969	.410408	107	135778.6	111.5482
"CT"	1972	109.8543	12085.9	15117.1	18975.9	21353.2	23908.8	25979.6	28710.9	33808.1	40255.1	25486.2	99.13793	160547.4	3273.43	3.330749	.263405	290	387014.6	6194.78	14756.5	22684.9	27676.7	31983.9	36292.6	40367.7	49175.8	62703.8	35003.9	689.6552	160547.4	6415.39	10.12204	.369464	165	222062.7	1415.84	4210.25	7821.74	11303.8	15250	17767.6	21170.7	25124	31404.1	17048.8	99.13793	103879.3	3357.88	22.18054	.416488	125	164951.9	103.0552
"CT"	1976	84.76708	12459.2	16200	19053.1	21584.8	24237.8	27235.3	31240.1	35649.7	43039.9	26786.4	110.7595	238924	4452.68	3.454467	.270893	973	1558980	4674.55	12257.2	21289.1	28022.5	34579.4	40098.8	45978.1	53778.2	70142.4	37271.9	126.5823	238924	9190.51	15.00517	.402988	541	875127.7	1772.11	3638.57	7465.52	11913.3	16039.8	19925.1	23819.4	27960.9	35267.8	17804.2	110.7595	139240.5	4610.44	19.90159	.437734	432	683851.9	76.7019
"CT"	1980	58.12729	12307.5	15952.4	18770.4	21504	24202.7	27174.1	30632.1	34829.2	42011.2	26622.3	87.33624	181386.5	6610.07	3.413463	.274935	1208	1782959	6880.87	15822.7	22198.2	28294.7	33338.6	38967.8	44563.3	52207.6	69657.3	37372.2	165.9389	181386.5	12456.7	10.12333	.382815	644	965417.8	1983.71	4698.29	8383.04	11812.6	15537.4	19502.3	23055.1	28155.7	35087.5	17745.6	87.33624	137552.4	6367.85	17.68782	.4266	564	817541.7	52.84432
"CT"	1984	53.0756	13303.1	17656	20961.9	24182.3	27155	30547.1	35064.3	40706.1	51759.1	30677.7	10.38062	169550.2	9990.97	3.890755	.291816	959	1767670	8132.09	17778.5	23945.1	30483.5	35620.2	42035.5	49391.5	58975.5	79077.7	41600.9	10.38062	169550.2	18646.6	9.724155	.394111	521	965960.8	2824.63	7053.54	11280.3	15504.1	19136.7	23332.4	28117.8	34096.3	42612.7	22192	69.20415	100346	10639.6	15.08612	.41885	438	801708.7	46.98097
"CT"	1988	52.97189	15637.2	19519.1	23471.6	26621.8	30014.7	33959	39260.5	46032.4	59463	34855.5	104.8632	181609.4	14418.5	3.802663	.3077	863	1832878	8922.17	19344.4	26677.6	32965	39107.8	46218.1	53819.4	66618.8	88047.5	46075	121.5805	180407.3	22770.5	9.868396	.390746	451	972409.4	3883.36	8567.09	12793.1	16953.2	21318.2	25950.6	30787.8	36921.8	47215.7	24817.6	104.8632	181609.4	14136.7	12.15847	.419813	412	860468.4	45.61504
"CT"	1992	45.12282	14762.4	19495.7	23683.3	27324.2	31569	35548.9	40446.4	47727.2	59134.2	35195.8	33.33333	149335.9	16677.9	4.005731	.295907	752	1845441	9133.87	17805.3	25473.9	32431	39142.1	45182.3	53012.3	64691.6	88907.4	44522.2	57.69231	137819.2	25392.3	9.733814	.380763	380	959761.5	4429.88	10215.8	14476.9	19217.5	24106.7	28216.8	34066.4	40752.6	54059.5	27467.7	33.33333	149335.9	17102.8	12.20338	.406916	372	885679.6	40.47308
"CT"	1996	42.61066	12667.5	17870.3	22376.1	26821.7	31288	36035.6	41075.3	49096.8	63702.8	37156.5	57.33945	355070	22753.7	5.028838	.339178	680	1775510	7273.69	15042.9	21739.6	29556.8	36089.2	43832.2	53862.5	68353.1	90865.8	47994.9	144.4954	355070	38823.8	12.49239	.436305	343	917465	4345.96	9969.27	14546.3	19514.7	24939.7	29829.9	36230	44129.8	57173.4	29278.9	57.33945	329157.1	20978.2	13.15553	.422587	337	858044.5	35.88073
"CT"	2000	44.56803	14085.7	19169.5	24926.1	29289.8	34040.3	40060.9	47245.9	55523.6	76958.7	42651.6	143.1557	390725.2	31099.5	5.463605	.362525	760	1803902	10885.3	19547	28320.9	34583	41569.3	48611.5	60032.6	77011.8	105620	56228.7	156.7398	390725.2	51630.7	9.702994	.452373	382	914098.6	5032.91	11246.2	15544.9	20667.6	25997.9	31727.4	38668.4	48380.3	62938.2	32900.1	143.1557	260205.8	29534.6	12.50533	.438013	378	889803.6	35.5698
"CT"	2004	41.31812	13173.3	19734.5	24938.1	29789.5	35207.2	39668.9	46982.8	57785.3	78242.3	43094.8	115.0527	442815	39867.5	5.939461	.383649	1894	1689322	7857.07	17190.9	25193.2	32971.8	41982.7	49852	61671.1	78638.4	114171	57627	172.5791	442815	65227	14.53099	.480329	986	890199.6	5793.2	11939.3	16983.4	22184	27625.7	32768.2	39906.1	48388	67339.4	33916.3	115.0527	428781.4	35241.8	11.62387	.441296	908	799122.4	33.7557
"DE"	1964	135.5762	8416.39	7535.62	13668.5	19024	20470.6	19638.9	26386.2	30681.9	39966.5	23319.1	180.2326	76645.35	1940.56	4.748652	.266113	67	180008	12374.6	17568.3	22627.1	28490.4	31765.6	34527.3	38751.7	43891.8	65281.5	33243.9	2895.349	76645.35	3700.67	5.275444	.345678	41	114160.8	1462.03	3256.12	4332.08	7540.89	11453.4	14278.8	18672.7	19963.6	25329	13337	180.2326	33313.95	1815.88	17.32454	.447294	26	65847.16	119.0151
"DE"	1968	122.0114	9686.05	13476.8	16131	18557.4	21220.8	23824.8	26551.7	31127.3	38384.9	23548.2			2177.55	3.962905	.290122			5203.2	13593.7	21459.9	29095.4	32144.9	36911	40660.6	47339.6	62038.5	34952.2			4878.64	11.92314	.352204			1297.84	3097.2	4870.21	7601.53	10893.1	14619.8	19075.3	22218.4	30184.7	13579.9			2072.02	23.25764	.460234			109.9523
"DE"	1972	117.4664	11552.9	14972.6	18028.6	20979.2	23818.4	26659.2	30061.1	35676.4	44829.9	27252.2			9473.82	3.880402	.288371			5953.47	14820.3	22207.5	29897.9	33108.9	40414.8	45005.6	53283.9	69583	37694.7			14712.9	11.68781	.372544			1974.69	4534.48	6923.76	10082.1	13660.9	17416.5	21523.2	26420.9	34595.2	16471.3			9080.59	17.51931	.454508			102.6655
"DE"	1976	81.86962	10550.8	14495.1	17252.8	20638.9	23579.7	26105.7	29353.6	34718.1	43289	25870.8			12403.2	4.102911	.284066			4897.01	14091.9	20720	27372.2	32615.5	38153.2	44298.9	51698.3	67516.8	36159.6			18711.2	13.78735	.389202			2127.84	3954.66	6952.14	10243.2	14229.2	17607.1	21647.1	27135	33865.7	16512.5			13242.7	15.91553	.442664			74.6193
"DE"	1980	53.75983	10013	13592.9	16937	19821.6	22634.5	25302.1	28692.6	34066.3	41766.6	24622	4.366812	174672.5	6159.9	4.171237	.290499	984	296014.4	4393.03	11572.4	18651.8	24557.4	31115.6	36596.3	43736.6	50602.9	68494.9	34818.6	131.0044	174672.5	12160	15.59172	.410435	556	168713.5	1775.12	3934.33	6734.51	9427.88	12407.3	16103	20120.8	24562	31507.1	15270.4	4.366812	144104.8	5971.82	17.74928	.444254	428	127300.9	49.4203
"DE"	1984	45.56799	10062.5	13617.5	17131.1	20754.2	23328.8	26707.4	30942.1	36359.2	46267.5	26338.3	84.77509	140830.4	8993.97	4.598012	.311336	845	322663.8	4691.11	12181	18104.1	24061	30251.2	38116.8	45567.3	53143.1	68170	35519.9	95.15571	140830.4	15884.1	14.53174	.415325	449	174627.9	2638.52	5976.38	9496.07	13039.9	16106.1	19653.3	24776.9	29974.2	37937.3	19019	84.77509	107612.5	8860.14	14.37825	.429031	396	148036	40.36125
"DE"	1988	43.90395	11117.8	15454	19140.4	22777.6	25930.5	29358.7	34350.8	39226.6	48538	28888.8	303.9514	194148.9	10626.5	4.365792	.305924	806	363180.9	7314.44	14451.5	21091.4	26405.7	32294.5	38575.3	46733.9	55466.6	69739.2	37049.2	303.9514	194148.9	17923.7	9.534455	.39052	428	195869.8	3566.1	7556.97	10799.4	14946.4	18645.2	22582.5	27741.5	33514.8	42445.9	21766.2	306.9909	100000	11265.9	11.90261	.405693	378	167311.1	39.40805
"DE"	1992	37.65077	11328.4	15640.6	19508.9	22744.1	27026.8	29846.1	33741	39565.8	51301.1	29367.6	129.4872	223716.7	13562.5	4.528539	.308705	728	396759	6565.57	13824.2	19534.6	25492	31115.9	37624.9	44622.4	53595.8	69056.1	36388.9	129.4872	223716.7	22266.2	10.51791	.397928	365	201833.8	4298.28	8545.65	12595.5	16672.8	21144.6	24956.3	30218.7	35954.8	45820.8	23812.3	211.5385	122294.9	13982.3	10.66026	.39884	363	194925.2	34.64975
"DE"	1996	36.23165	11150.7	16146.8	20038.4	23120.8	26860.9	30911.3	35356.6	42052	55880	31594	17.20184	380728.2	20695	5.011344	.339791	703	409383.8	5989.61	14064.6	20187.7	25822	30818	37167.4	45229.1	54749.8	71677	38672.1	74.54129	380728.2	34194.2	11.96689	.439308	348	207510.5	3579.48	8315.13	12575.3	16245.2	20842.3	25420.1	30885.6	37048.2	52375.3	25530.9	17.20184	159120.4	18665.9	14.6321	.43066	355	201873.3	30.80379
"DE"	2000	38.02362	11585.7	17356.8	21372.1	25332.5	29303.2	33855.2	39640.2	47236.4	63812.9	36388.6	208.9864	377820.3	28289.3	5.507902	.368728	728	423800	7355.46	16281.7	22058.6	28319	34054.6	41039.8	47998.2	60832.9	79092.6	44096.1	208.9864	377820.3	42037.7	10.75291	.441974	359	209605.1	5261.48	10726.4	14671.2	19395.6	24260.4	28818	35183.6	41933.6	55404.9	29432.1	313.4796	129853.7	29261.3	10.53029	.418715	369	214194.9	30.61985
"DE"	2004	35.28476	12717.8	17924.3	22139.5	26734.5	30929.1	34998.4	40341.1	47955.2	62617.7	36802	120.8054	499237.8	32889.8	4.923627	.357441	1416	431897	7756.83	17645.5	23486.8	29120.5	34988.1	43418.5	54155.4	67476.5	87301.8	47479.9	120.8054	395943.4	50684.3	11.25483	.45286	721	225292	7400.79	12584	17068.3	20955.2	25331.4	29913.5	35096.2	44252.9	57620.2	31028.9	172.5791	499237.8	34971.6	7.785682	.412192	695	206605	29.65398
"DC"	1964	144.0884	8015.73	11584.6	13682.8	17501	20046.4	24199.5	28859.5	36501.1	43998.4	24783.2	162.7907	348837.2	3186.49	5.489007	.366002	93	241465.2	4760.9	13437.7	22862	26080.6	28898.2	35085.8	46894.2	53510.2	87165.8	38984.8	162.7907	348837.2	6435.8	18.30868	.428508	57	148004.7	3204.54	7705.95	9561.3	12508.3	16869.3	21141.1	26041.2	31552.6	35441.7	20212.2	1569.767	49418.6	2731.92	11.05984	.389328	36	93460.52	116.5488
"DC"	1968	137.1451	9975.89	13061.8	15693.3	19282.5	22715.1	25606.6	28265.8	34722.4	48576.6	26469	518.1347	259067.4	4359.81	4.869401	.376897	267	367273.4	6828.06	14484.9	20066.7	23389.8	27071.8	31404.2	36700.6	45250.1	69461.6	34925.5	1036.269	259067.4	6381.98	10.17296	.426257	143	202072.8	3094.59	6145.51	10813.9	13801.8	17270.5	22972	25701.1	30849.2	37868.6	19909.8	518.1347	113989.6	3042.6	12.23703	.402151	124	165200.6	117.6948
"DC"	1972	115.1017	9063.14	13499.2	16472.9	21703.3	22382.5	26492	32360.1	38919.3	45987.1	26703.6	413.7931	181034.5	4983.69	5.07408	.355885	248	383046.9	3822	8470.88	16482.3	21994.1	27257.2	30954.5	36607.9	43870.8	66077.3	32641.9	629.3104	181034.5	7390.46	17.28867	.448493	118	188130.5	4048.1	7553.19	11487.8	16880.4	21684.4	25641.3	30790.9	36341.2	44537.8	23816.6	413.7931	155603.5	4644.82	11.00215	.407167	130	194916.4	96.4763
"DC"	1976	93.29873	9460.67	14526.7	18466.5	21708.3	24128.8	28452.2	33144.6	39377	53608.5	29482.4	316.4557	197310.1	6703.14	5.666459	.350827	188	325154.6	5666.66	12390	17896.6	23709.6	28851.5	34578.1	39764.3	48639.6	79491.6	36187.5	1424.051	197310.1	10705.8	14.02795	.443194	94	163918.3	3884.33	9694.53	13606.9	18589.5	24765.1	28751.7	32712.6	38508	48437.6	25937.5	316.4557	90819.62	5993.16	12.47	.395002	94	161236.3	76.35696
"DC"	1980	63.60328	8532.41	12203.2	16106.3	19835	22797.9	27449.4	32566.3	42351.8	57460.6	29130.3	91.70306	327510.9	10285.5	6.734393	.379022	1005	347504.2	4741	10411.6	16931.8	21931.3	27099.2	33445.4	40741.7	51410.1	75719.9	34838.7	141.9214	327510.9	13680.4	15.97129	.441908	467	169702.6	4221.29	8842.04	13027.5	17565.1	21815.2	26012.1	30493.9	37999.3	50377.7	25555	91.70306	117903.9	9133.38	11.9342	.419267	538	177801.5	49.77707
"DC"	1984	53.54515	7860.23	12096.4	15989.3	19446.1	23515.3	30065.3	35020.9	44645.1	65711.4	30949.1	69.20415	233564	14885.8	8.359984	.412541	734	324496.4	4143.71	9906.85	17833.7	22476.5	28110.9	34529.9	43124.4	54962.7	83134.6	37285.3	69.20415	233564	20334.6	20.06284	.476769	363	167402.8	4439.5	9025.43	13621.5	17855.3	22115.2	27055.5	32906.6	39087.9	53358	27008.3	179.9308	117413.5	13441.8	12.01892	.428842	371	157093.6	40.68391
"DC"	1988	52.72842	10225.2	15254.1	19233.9	23793.5	27950.9	33111.8	38896.5	47991.9	66841.7	34695.3	113.9818	245439.2	16909.8	6.536958	.382818	860	365364.2	5679.06	13774	18646.5	25012.2	29753.3	36955.2	45117.6	58942.7	84037.2	40111.5	113.9818	245439.2	23418.5	14.79773	.444139	413	183135.6	5982.52	12144.6	17536	22281.5	26343.9	30924.2	36053.9	44252.8	58308.6	30598.5	268.997	158212.8	15621.2	9.746495	.397586	447	182228.6	42.47857
"DC"	1992	46.19936	8941.42	13717.4	18112.1	22707.1	27194.9	33872.4	41685.1	52147.9	74322.5	36035.5	384.6154	384612.8	24094.9	8.312159	.416415	664	295893.3	6443.67	13294.1	17906	23388.5	29802.7	36392	44897.4	60781.4	95947.4	41378.6	384.6154	384612.8	30622.7	14.89018	.473676	307	137929.5	6352.93	13296.8	17942.8	22643.1	26709	32242.8	38593.2	48642	64733.8	33389	512.8205	215383.3	21678	10.1896	.415974	357	157963.9	34.86526
"DC"	1996	45.29014	9116.64	14469.6	18894.9	23351.9	28355.7	34522.8	42423.9	54832.6	80756.9	39493	45.87156	533021.8	36204.3	8.858187	.442898	622	294665.7	5706.47	13059.5	19724.8	24840.5	30674.5	36943.7	47082.6	60947.5	95432.4	45427	53.89908	533021.8	51751.7	16.72354	.506867	280	140337.2	6101.49	12662	17738.7	22404.4	27500.7	33243.1	39577.5	49872.8	73424.7	35311.5	45.87156	327666.3	30941.6	12.0339	.438261	342	154328.5	32.51801
"DC"	2000	47.13103	10005.8	15701.9	20596.3	26427.1	32450.8	38302.1	47902.7	62594.6	91130.1	45104.4	104.4932	434616.5	45273.8	9.107728	.45461	677	296955.6	7753.92	15778.5	22138.9	28664.7	34855.3	41825.8	52210.2	68478.8	104360	54108.4	104.4932	434616.5	68793.6	13.459	.52283	338	152645.7	6483.1	13751	19744.6	25395.9	30413.1	36493.3	43546.6	56370	77937.3	40115.1	261.233	272090.9	42147.3	12.02161	.45279	339	144309.9	33.90888
"DC"	2004	49.59003	11566	17760.1	23562	29089.2	35493.9	43076.2	53456.7	72829.8	103893	51722.4	95.87728	534369.1	58791.6	8.982621	.46495	994	294575.4	10532.4	17640.2	24480.5	30469.9	38217.9	47747.4	62502.8	86475.3	124096	60590.5	95.87728	424750.7	65980.6	11.78231	.503824	478	148603.2	9086.01	15563.1	22676.6	28019.8	32767.7	39712.7	49963.3	71713.4	99822.2	49423.8	95.87728	534369.1	44460.6	10.98636	.473763	516	145972.2	34.03058
"FL"	1964	100.3139	5039.89	8124.3	10991.1	13361.6	15449	17902.5	20545.9	24104.3	29665.6	17254	58.13953	174418.6	1947.63	5.88616	.33518	796	1958577	4666.76	10030.2	14754.2	18842.8	23235.4	29147.1	33759.5	39400.5	51305.3	27147.1	174.4186	174418.6	3715.23	10.99377	.408699	476	1175303	1384.06	2978.56	5040.25	7405.48	11034.1	13466.9	15713.4	20722.8	26730	12446.8	58.13953	69767.44	1834.54	19.31275	.452312	320	783273.6	89.81976
"FL"	1968	107.9529	7743.72	11008.8	13706	16097.1	18619.6	21165.5	24558	28598	35333.1	20834.9	10.36269	217616.6	2675.66	4.562807	.328668	1917	2559224	5043	12045.8	17149.7	22212.4	27827.3	33061.8	38593	45934.1	58111.9	31713.6	10.36269	217616.6	5149.87	11.52328	.406349	1120	1508484	1345.65	3214.81	5619.11	8313.81	11297.4	15008.5	18026.7	23177.4	29556.5	13914	25.90674	88082.9	2401.95	21.96448	.456478	797	1050740	96.47461
"FL"	1972	103.6289	9442.62	12581.1	15366.2	18235.3	21039.5	23992.5	27472.3	32870.8	41075.2	24041.9	8.62069	215517.2	3766.15	4.349979	.328348	2023	3089834	4948.28	12549.9	18504.5	24534.1	29972	36074.6	42635.5	50882.7	65012.7	35207.2	73.27586	215517.2	7082.25	13.13844	.418306	1207	1848558	1535.84	3592	6490.06	9228.84	12383.7	15900	19488	24224.2	31709.4	15377	8.62069	215517.2	3427.9	20.64629	.46351	816	1241277	90.6875
"FL"	1976	73.23132	8503.01	12104.9	14918.5	17962.9	20796.1	23822.3	27472.7	31851.7	39389	23141.1	47.46835	189873.4	4594.3	4.63236	.317585	2305	3634302	4862.9	11591.5	17065.3	22695.8	28173.4	33604	40309.7	48493.7	62000.6	32609.7	75.94936	189873.4	8402.66	12.74972	.418149	1277	2025468	1954.29	4767.38	7486.76	10700.5	13783.8	16893.5	20167	24744	31648.8	15807	47.46835	67196.2	4181.98	16.19453	.426246	1028	1608835	65.81044
"FL"	1980	48.43275	8122.13	11495.9	14267.4	17056.6	19635.1	22389.3	26165.4	30761.2	37904.8	22182.2	45.85153	169650.7	6339.98	4.666855	.325392	2529	4188153	5294.96	10681.5	15900.4	20149.6	24893.7	30902.3	37091.7	45108.2	58479	30300.9	152.8384	169650.7	11253.8	11.04428	.418644	1372	2299047	2545.68	5663.06	8475.03	11533.8	14227	17097.4	20370.1	24458.9	30737.6	16125.1	45.85153	132096.1	5729.82	12.07442	.4066	1157	1889106	42.8714
"FL"	1984	42.13045	8127.89	11615.3	14681.5	17745.8	20713.5	23936.5	27997.8	33357	43293.6	24351.4	13.84083	199833.9	9741.69	5.326549	.349107	2573	5124187	5751.96	11899.6	16852.2	21227.7	25943.9	30791.1	38336.9	47729.7	63943.3	32775.7	115.917	194636.7	16467	11.11679	.442748	1374	2781217	2860.61	5948.02	9174.78	12481.6	16036.2	19035.6	22761.2	27720.5	35760.1	18324.5	13.84083	199833.9	8922.44	12.50086	.423166	1199	2342970	35.83651
"FL"	1988	41.31717	9042.53	13051.9	16402.8	19657.2	22896.8	26832.2	31414.8	37551.1	49106.6	27186.7	3.039514	480238.6	12784.4	5.430626	.35072	3872	6417937	6406.04	12473.5	17526.2	22415.4	27580.8	33844.7	41893.5	51426.6	70511	35359	3.039514	480238.6	20637.8	11.00696	.436687	2008	3372503	3338.72	7120.84	10955.5	14402	17805.5	21620.2	26053.1	31937.9	41908.1	21278.3	3.039514	174772	11813.7	12.55215	.422109	1864	3045434	34.79757
"FL"	1992	34.27603	8661.76	12532.2	15806.8	19043.3	22622.9	26520.6	31450.6	37642	48536.8	26735.3	38.46154	288392.3	15026.2	5.603573	.353666	3692	6797553	6531.07	12026.3	16471.4	21169.2	26279	32234.9	39166.9	50063.4	68614.8	33784.6	156.4103	288392.3	23436.2	10.5059	.43491	1927	3594774	4073.58	7817.5	11379.6	14643.4	17997.1	22441	27060.3	33502.9	43970.4	22244.6	38.46154	195511.5	14232.6	10.79404	.41702	1765	3202780	29.00372
"FL"	1996	33.19255	9044.77	13208.8	16452.4	19697.7	23648.8	27630.9	32654.7	39305.6	51551.8	28943.9	2.293578	660977.1	22285.2	5.699625	.378331	3182	7064497	7453.43	12946.7	17160.8	22402.6	27349.7	33198.1	40182	50786	70661.8	37221.3	68.80734	372797	35889.1	9.48044	.461883	1629	3692486	4119.86	8137.14	12240.1	15552.1	19130.7	23306.7	28446.8	34749.9	46189.7	23692.4	2.293578	660977.1	20073.7	11.21147	.425947	1553	3372011	27.12019
