State,stcode,fips,year,demvote,repvote,wallacevote,dempercent,reppercent,population,income,p10income,p20income,p30income,p40income,p50income,p60income,p70income,p80income,p90income,meanincome,minincome,maxincome,sdincome,ineqincome,gini_income,n_income,nwgt_income,men_p10income,men_p20income,men_p30income,men_p40income,men_p50income,men_p60income,men_p70income,men_p80income,men_p90income,men_meanincome,men_minincome,men_maxincome,men_sdincome,men_ineqincome,men_gini_income,men_n_income,men_nwgt_income,wom_p10income,wom_p20income,wom_p30income,wom_p40income,wom_p50income,wom_p60income,wom_p70income,wom_p80income,wom_p90income,wom_meanincome,wom_minincome,wom_maxincome,wom_sdincome,wom_ineqincome,wom_gini_income,wom_n_income,wom_nwgt_income,medincome,GDP,GDPpc,Private,Agriculture,Farms,Mining,Utilities,Construction,Manufacturing,Finance_Insurance,Legal,Education,Health,Government,Government_federal,Government_military,Government_statelocal,cpideflator,statecpi,Private_share,Agriculture_share,Farms_share,Mining_share,Utilities_share,Construction_share,Manufacturing_share,Finance_Insurance_share,Legal_share,Education_share,Health_share,Government_share,Government_federal_share,Government_military_share,Government_statelocal_share,area_sqmi,area_sqkm,landarea_sqmi,landarea_sqkm,water_sqmi,water_sqkm,percent_water
Idaho,ID,16,1996,165443,256595,0,39.20097,60.79903,1203083,31.60998,8816.28,13205.8,16280.5,19572.8,22820.5,26674.0,30869.5,37589.5,50195.7,27563.9,68.80734,348676.6,18866.2,5.693523,0.359843,1007,650207.4,4929.47,11343.6,15549.5,20561.1,26515.8,31134.0,38475.0,48449.1,66856.2,33505.6,74.54129,348676.6,29846.2,13.56255,0.457725,563,365225.5,2812.69,5577.48,8634.63,11875.1,15765.3,19502.0,24226.7,29870.9,41147.8,19885.7,68.80734,166284.4,15080.3,14.62934,0.457228,444,284981.9,26.1703,28152,2339988.0,24249,1792,1499,247,1025,1810,5687,3458,197,107,1391,3904,734,304,2865,.872,.8069,8613598.0,6.365445,5.324666,.87738,3.640949,6.429383,20.20105,1228332.0,.6997727,.3800796,4941034.0,1386758.0,2.607275,1.079852,101769.0,83570.08,216446.0,82747.20999999999,214314.0,822.87,2131.0,0.98
Idaho,ID,16,2000,138637,336937,0,29.15151,70.84849,1293953,30.94723,9428.1,13631.9,16941.0,20499.9,23799.9,27919.5,32173.0,39320.6,53336.5,29616.5,16.71891,443855.8,24049.8,5.657185,0.376412,1064,699967.8,6535.91,13094.0,17981.9,22904.4,28604.0,33829.3,40685.6,51587.4,69850.4,37638.2,111.8077,443855.8,41047.8,10.68717,0.459815,561,370311.5,3002.05,6123.26,9261.74,12667.7,16143.1,20732.4,25609.5,31933.5,43625.6,21336.3,16.71891,143951.9,19974.2,14.53194,0.478385,503,329656.3,24.86928,34989,2704039.0,30162,1854,1389,147,645,2106,5717,1426,269,161,2082,4827,884,373,3570,.957,.9185,8620424.0,5.298808,3.969819,.420132,1.843436,6.019034,16.33942,4075567.0,.7688131,.4601446,5950441.0,1379576.0,2.526508,1.066049,1020321.0,83570.08,216446.0,82747.20999999999,214314.0,822.87,2131.0,0.98
Idaho,ID,16,2004,181098,409235,0,30.67726,69.32274,1393262,28.64123,10120.9,14432.2,17548.8,20593.6,24109.4,27733.6,32022.2,39437.8,50404.3,29872.8,38.35091,653814.0,30564.7,4.980219,0.370515,1269,693008.9,5636.83,12741.5,18484.0,22997.2,28592.1,33888.4,39777.3,49698.8,70301.1,38331.7,38.35091,653814.0,47553.2,12.47174,0.465816,703,386106.9,3302.56,7147.24,10460.7,14234.1,17459.7,20903.0,24762.8,33558.3,46206.2,22263.9,47.93864,382616.5,25860.5,13.99102,0.471198,566,306902.0,23.11544,42626,3059439.0,36534,2457,2006,159,800,2397,5563,2007,302,255,2897,6092,1065,582,4446,1.043,NA,8570825.0,5.764088,4.706048,.3730118,1.876789,5.623329,13.05072,4708394.0,.7084877,.5982264,6796321.0,1429175.0,2.498475,1.365364,1043025.0,83570.08,216446.0,82747.20999999999,214314.0,822.87,2131.0,0.98
Illinois,IL,17,1964,2796833,1905946,0,59.47192,40.52808,6422000,135.9796,10675.8,14073.2,16635.9,18846.3,21268.0,23693.0,26280.4,30349.5,37098.9,23388.5,87.2093,485465.1,2593.97,3.475046,0.281659,1637,3898280.0,6208.47,16980.0,23962.9,29099.6,33071.4,37413.5,42629.2,48201.2,59718.6,35143.1,116.2791,485465.1,4669.5,9.618892,0.347818,1061,2541387.0,1572.17,4138.34,6779.36,10788.4,14113.4,17508.2,21605.6,24815.6,29981.3,15480.0,87.2093,137790.7,2119.09,19.07001,0.418883,576,1356893.0,123.6512,42602,6633759.0,39124,1008,917,400,1138,1932,13456,6378,330,217,967,3478,795,340,2344,.172,.1857,9183607.0,2.366086,2.152481,.9389231,2.671236,4.534998,31.58537,1497113.0,.7746115,.5093657,2269846.0,8163936.0,1.86611,.7980846,5502089.0,57914.380000000005,149998.0,55583.58,143961.0,2330.79,6037.0,4.02
Illinois,IL,17,1968,2039814,2174774,390958,44.29038,55.70962,6667000,133.8881,11937.9,15310.5,18134.7,20540.2,23152.6,25882.0,28902.4,33459.3,41119.8,25840.4,25.90674,259067.4,2968.35,3.444475,0.285628,3810,5073087.0,6188.61,17191.4,25439.5,30949.1,35297.5,39575.3,45723.2,52704.6,64785.6,38064.7,103.6269,259067.4,5637.16,10.46852,0.365521,2259,3017803.0,1739.92,4138.75,7062.91,10620.9,14835.8,18195.4,21967.7,26572.6,32567.3,16318.0,25.90674,155440.4,2551.33,18.7177,0.430002,1551,2055284.0,119.9617,56521,8477727.0,51443,1264,1142,401,1402,2841,17594,8042,431,341,1429,5078,1117,479,3482,.193,.2116,9101573.0,2.236337,2.020488,.7094708,2.480494,5.02645,31.12825,1422834.0,.7625484,.6033156,2528264.0,8984271.0,1.976257,.8474726,6160542.0,57914.380000000005,149998.0,55583.58,143961.0,2330.79,6037.0,4.02
Illinois,IL,17,1972,1913472,2788179,0,40.69787,59.30213,11258111,123.0272,12945.4,17188.4,20378.2,22866.4,25685.1,28575.7,32011.7,36876.0,45880.4,28542.3,38.7931,215517.2,3973.07,3.544147,0.28527,3527,5220404.0,6499.12,17491.7,26592.0,33090.4,38363.4,43210.4,49292.6,57743.3,72910.7,41366.9,43.10345,215517.2,7280.58,11.21855,0.37547,2044,3034204.0,1670.32,4397.1,7981.68,11801.7,16079.7,19972.9,23585.8,28731.9,34584.2,17958.3,38.7931,175025.9,3574.09,20.70514,0.443718,1483,2186201.0,110.7116,73756,6551366.0,66193,1743,1553,454,1960,3621,20760,11060,612,614,2179,7563,1503,565,5495,.232,.2558,8974592.0,2.363198,2.105591,.6155431,2.657411,4.909431,28.14686,1499539.0,.829763,.8324746,2954336.0,1025408.0,2.0378,.7660394,7450242.0,57914.380000000005,149998.0,55583.58,143961.0,2330.79,6037.0,4.02
Illinois,IL,17,1976,2271295,2364269,0,48.99717,51.00283,11360274,90.05664,12182.9,16698.3,20077.1,23032.3,25995.2,28919.3,32569.9,37531.1,46487.4,28457.9,18.98734,316455.7,5197.93,3.815791,0.286702,3335,5438259.0,5566.11,14774.0,23784.1,31287.4,37631.1,43477.1,49812.1,58093.9,73593.8,40400.8,18.98734,316455.7,9686.04,13.22177,0.393534,1901,3131354.0,1765.57,4450.87,8149.93,12106.3,15650.5,20263.1,24194.6,29281.4,36798.1,18195.0,25.31645,153449.4,4853.33,20.84205,0.437681,1434,2306905.0,82.26328,105052,9247313.0,94229,3082,2816,910,2860,4752,27874,16008,869,741,3760,10823,2048,786,7989,.316,.3462,8969749.0,2.933785,2.680577,.8662377,2.722461,4.523474,26.53353,1523817.0,.8272094,.7053649,357918.0,1030252.0,1.949511,.7482009,7604805.0,57914.380000000005,149998.0,55583.58,143961.0,2330.79,6037.0,4.02
Illinois,IL,17,1980,1981413,2358049,0,45.66034,54.33966,11427409,59.2476,11491.1,15539.8,18840.6,21882.7,24905.4,27990.2,31631.5,36640.9,44485.5,27135.4,65.50218,270997.8,6870.51,3.8713,0.287706,3366,5856377.0,5990.98,14590.9,22220.8,28742.9,35268.1,40881.7,48177.8,54719.4,69506.7,37838.8,76.41921,270997.8,12333.1,11.60189,0.382311,1890,3302709.0,2144.49,5165.3,8740.93,12212.5,15879.8,19620.7,23651.1,28621.1,36973.8,18276.5,65.50218,114028.4,6734.18,17.2413,0.428915,1476,2553668.0,54.3786,146414,1281253.0,131823,2829,2486,1743,3856,6456,36358,24726,1611,954,6158,14591,2803,1045,10742,.458,.4959,9003442.0,1.932192,1.697925,1.19046,2.633628,4.409414,24.83232,1688773.0,1.100305,.6515771,4205882.0,9965577.0,1.914434,.7137296,733673.0,57914.380000000005,149998.0,55583.58,143961.0,2330.79,6037.0,4.02
Illinois,IL,17,1984,2086499,2707103,0,43.52674,56.47326,11412194,47.79239,10486.4,14914.4,18424.3,21430.0,24749.4,28099.3,32012.7,37745.7,47694.4,27624.0,44.9827,285467.1,9777.93,4.548214,0.312471,2956,5731287.0,5385.44,13028.2,20644.3,26555.7,33761.7,39788.6,46809.6,55544.5,70648.0,37697.8,44.9827,285467.1,17015.8,13.11833,0.409697,1637,3229472.0,2510.62,5765.29,9171.82,13652.4,17365.5,21453.7,25888.4,31927.6,40850.8,20247.3,51.90311,178200.7,9608.82,16.2712,0.433856,1319,2501815.0,42.81903,194740,170642.0,175605,3414,2877,1998,6590,7623,40504,37076,2671,1345,9138,19135,3845,1640,13651,.578,.6134,9017408.0,1.753107,1.477354,1.025983,3.383999,3.91445,20.79901,1903872.0,1.371572,.6906645,469241.0,9825922.0,1.974427,.8421485,7009859.0,57914.380000000005,149998.0,55583.58,143961.0,2330.79,6037.0,4.02
Illinois,IL,17,1988,2215940,2310939,0,48.95072,51.04928,11390222,45.32949,10869.4,15617.1,19474.7,22941.7,26191.4,29821.4,34629.8,40958.8,52144.9,29826.8,15.19757,319636.8,12499.9,4.797403,0.320912,3231,5964202.0,6253.97,14145.9,21123.0,27692.2,34363.3,41102.4,48243.5,57686.6,74002.4,39351.4,91.18541,319636.8,20655.8,11.83287,0.410388,1770,3298861.0,3042.77,6486.98,10464.0,15089.0,19045.5,23500.0,28718.2,35310.0,45042.1,22455.1,15.19757,152711.2,12118.2,14.80299,0.427838,1461,2665341.0,39.80456,251086,22044.0,227107,2392,1510,1533,8459,11351,50616,47556,4458,1693,12026,23978,4824,1909,17245,.658,.7032,9044988.0,.9526616,.6013876,.6105478,3.368965,4.520762,20.15883,1894012.0,1.775487,.674271,4789594.0,9549716.0,1.921254,.7602973,6868165.0,57914.380000000005,149998.0,55583.58,143961.0,2330.79,6037.0,4.02
Illinois,IL,17,1992,2453350,1734096,0,58.58822,41.41178,11694184,38.99064,10905.5,15712.1,19538.1,23132.6,26634.5,30668.4,35259.7,41631.2,53147.9,30412.7,48.71795,287176.9,15321.8,4.873495,0.326247,3371,6311788.0,6339.04,13750.3,20255.0,26746.8,32872.8,39481.2,47780.6,57730.3,75934.3,39059.5,132.0513,287176.9,24905.5,11.97883,0.417343,1824,3409923.0,3621.23,7608.44,11512.4,15650.9,19786.3,24550.3,29369.8,35658.4,47090.3,23730.8,48.71795,172905.1,15712.1,13.00395,0.428638,1547,2901865.0,34.1468,303989,2599489.0,272461,4262,3113,1420,9719,12440,55101,61028,6066,2290,17168,31528,6333,1972,23223,.78,.8367,8962857.0,1.402024,1.02405,.4671222,3.197155,4.092253,18.12598,2007573.0,1.995467,.7533168,5647573.0,1037143.0,2.083299,.6487077,7639421.0,57914.380000000005,149998.0,55583.58,143961.0,2330.79,6037.0,4.02
Illinois,IL,17,1996,2341744,1587021,0,59.60509,40.39491,12101997,37.87661,11084.8,16032.4,20422.0,24027.0,27879.4,32295.7,37399.2,44988.4,58270.0,33028.4,58.48624,422623.9,21833.1,5.256748,0.349504,2899,6510640.0,7277.59,14188.2,21167.3,27657.4,33856.8,40817.9,49018.8,60204.0,82788.0,42335.7,80.27523,422623.9,42648.0,11.37574,0.446474,1475,3344295.0,4067.59,8166.96,12282.6,16536.0,21089.9,25717.9,31352.4,38286.2,50886.0,25637.7,58.48624,195431.2,19962.0,12.51011,0.431617,1424,3166345.0,31.97179,377271,3117428.0,340246,5143,3776,1262,11534,15410,67983,76761,6621,2969,19867,37026,6917,2166,27942,.872,.9459,901861.0,1.363211,1.000872,.3345076,3.057219,4.084597,18.01967,2034638.0,1.754972,.7869675,5265976.0,9814165.0,1.83343,.5741231,7406347.0,57914.380000000005,149998.0,55583.58,143961.0,2330.79,6037.0,4.02
Illinois,IL,17,2000,2589026,2019421,0,56.18001,43.81999,12419293,37.82518,11728.0,16864.4,21425.3,25451.3,29628.1,33865.3,39570.7,48291.4,64507.0,36198.7,26.1233,379665.6,28454.2,5.500256,0.3719,3105,6744345.0,7630.86,15513.2,22706.6,29588.8,35923.8,42720.6,51740.3,64025.0,85974.4,46714.1,45.97701,379665.6,48439.5,11.26667,0.453596,1629,3501266.0,4303.63,9124.3,13634.7,18861.1,23056.9,27530.7,33143.1,40782.8,56065.1,28130.9,26.1233,230427.4,27511.6,13.0274,0.438135,1476,3243079.0,30.95935,464194,3737685.0,420157,2090,1761,1151,10428,20685,68990,45362,8408,4019,26775,44037,7594,2450,33992,.957,1.0647,9051324.0,.4502428,.3793673,.2479567,2.246475,4.456111,14.86232,9772207.0,1.811312,.8658018,5768063.0,9486766.0,1.635954,.5277966,73228.0,57914.380000000005,149998.0,55583.58,143961.0,2330.79,6037.0,4.02
Illinois,IL,17,2004,2891550,2345946,0,55.20863,44.79137,12713634,33.88878,11475.7,16068.7,19941.6,24136.7,28381.3,33489.8,38942.9,46823.7,63098.7,35346.0,53.69128,498784.3,31945.3,5.498462,0.38003,3602,6134110.0,7707.2,14735.7,20873.6,27172.2,33560.4,40763.1,49481.3,61978.4,87132.4,45566.4,71.90796,476897.4,54769.3,11.30532,0.472121,1927,3312545.0,4801.2,9889.1,14300.3,18628.5,23082.3,28171.1,34470.1,40711.9,55844.2,29712.3,53.69128,498784.3,29320.6,11.6313,0.46551,1675,2821564.0,27.21122,534429,4203589.0,478738,5360,5022,1374,12073,24722,70385,50454,11252,5385,34588,55691,8681,3109,43902,1.043,NA,8957935.0,1.00294,.9396945,.2570968,2.259047,4.625872,13.17013,944073.0,2.105425,1.007617,6471954.0,1042065.0,1.62435,.5817424,8214748.0,57914.380000000005,149998.0,55583.58,143961.0,2330.79,6037.0,4.02
Indiana,IN,18,1964,1170848,911118,0,56.23761,43.76239,2845000,118.6256,8800.52,12079.2,14502.3,16510.8,18695.2,20623.8,23286.5,27145.1,33327.1,20403.6,29.06977,149418.6,2068.36,3.786947,0.286072,725,1765510.0,7081.14,15444.4,21401.7,27249.6,30502.8,34464.2,38930.2,44396.2,53948.7,32013.9,58.13953,149418.6,3747.85,7.618646,0.340752,467,1138211.0,1262.85,2911.47,5337.54,8176.75,11489.1,14797.5,17630.5,22298.1,28724.9,13390.0,29.06977,95250.0,1998.18,22.74609,0.457699,258,627299.3,108.693,16787,5900527.0,15404,528,495,105,496,816,7005,1734,75,66,329,1383,260,86,1037,.172,.1886,9176148.0,3.145291,2.94871,.625484,2.954667,4.860904,41.72872,1032942.0,.4467743,.3931614,195985.0,8238518.0,1.548818,.5123012,6177399.0,36417.729999999996,94321.0,35866.9,92895.0,550.8299999999999,1427.0,1.51
Indiana,IN,18,1968,806659,1067885,243108,38.09214,61.90786,3044186,122.6321,10534.6,14436.6,16882.5,19244.9,21318.7,23805.7,26570.5,30827.7,37952.8,23668.0,15.54404,244248.7,2857.82,3.602681,0.286806,1742,2335621.0,5570.66,15338.3,23597.3,28450.0,33193.1,37158.4,42370.7,49137.8,60677.8,34927.2,20.72539,244248.7,5161.46,10.89239,0.36286,1064,1422862.0,1124.71,2800.48,5309.7,8451.66,11743.3,15923.3,19219.8,23517.5,29917.8,14125.2,15.54404,106217.6,2362.66,26.600460000000002,0.456182,678,912758.9,110.4596,22740,7469977.0,20765,709,665,110,631,1141,9188,2484,103,99,509,1975,381,109,1484,.193,.2125,9131487.0,3.117854,2.924362,.4837291,2.774846,5.01759,40.40457,1092348.0,.4529464,.4353562,2238347.0,8685137.0,1.675462,.4793316,6525946.0,36417.729999999996,94321.0,35866.9,92895.0,550.8299999999999,1427.0,1.51
Indiana,IN,18,1972,708568,1405154,0,33.52229,66.47771,5296129,109.0444,11250.1,15374.7,18202.1,20650.2,23022.8,25668.4,28937.8,33223.9,40195.3,25298.3,47.41379,215517.2,3404.36,3.572884,0.282564,1646,2541014.0,5398.0,14810.5,22403.0,29431.9,34220.2,39110.9,44358.8,51069.4,62887.7,36113.3,64.65517,215517.2,6177.86,11.65019,0.372729,1002,1555616.0,1156.1,3173.19,5843.4,9526.5,13143.8,17125.9,20797.6,25170.5,32586.4,15616.3,47.41379,122465.5,3301.18,28.18649,0.461217,644,985398.4,99.23621,29977,5660172.0,27148,945,879,178,844,1330,11466,3450,149,162,808,2829,536,158,2135,.232,.2535,9056277.0,3.152417,2.932248,.5937886,2.815492,4.436735,38.24932,1150882.0,.4970477,.5404143,26954.0,9437235.0,1.788038,.5270708,7122127.0,36417.729999999996,94321.0,35866.9,92895.0,550.8299999999999,1427.0,1.51
Indiana,IN,18,1976,1014714,1183958,0,46.15122,53.84878,5371552,77.55537,10903.0,14427.8,17227.9,19931.0,22650.1,25477.4,28374.6,33117.4,39852.5,24507.5,47.46835,155974.7,4087.47,3.655187,0.277304,1682,2642331.0,5150.06,13392.2,20559.3,26722.4,32366.1,37819.0,43372.4,50038.2,61047.3,34314.5,56.96202,155974.7,7861.53,11.85371,0.379956,1002,1591258.0,1378.33,3544.45,6709.49,10219.8,13409.4,17209.7,20924.1,25653.2,31583.4,15502.1,47.46835,62531.64,4078.73,22.91425,0.445573,680,1051074.0,71.67753,43739,8142712.0,39749,1902,1806,267,1259,1829,15274,6086,221,193,1423,3990,756,208,3026,.316,.3394,9087771.0,4.348522,4.129038,.6104392,2.878438,4.181623,34.92078,1391436.0,.5052699,.4412538,3253389.0,9122293.0,1.728435,.4755481,6918311.0,36417.729999999996,94321.0,35866.9,92895.0,550.8299999999999,1427.0,1.51
Indiana,IN,18,1980,844197,1255656,0,40.20267,59.79733,5490214,51.01092,9422.09,13212.5,16350.9,18936.1,21587.2,24425.2,27563.8,31376.5,37952.5,23363.0,4.366812,128190.0,5740.47,4.028034,0.285449,1782,2854549.0,5857.83,13633.4,20614.9,25041.4,30648.2,36441.7,42056.7,49011.2,59443.4,32992.8,4.366812,128190.0,10219.8,10.14768,0.371721,998,1605806.0,1664.87,4176.49,6877.16,9863.44,13210.9,16400.7,19873.8,24056.1,31818.0,15323.2,34.9345,110807.9,5701.92,19.1114,0.441405,784,1248743.0,47.13362,58687,1068938.0,52808,1729,1592,498,1670,2664,19224,8159,379,256,2421,5879,1118,269,4492,.458,.4806,8998245.0,2.946138,2.712696,.8485695,2.845605,4.539336,32.75683,1390257.0,.6457989,.4362125,4125275.0,1001755.0,1.905022,.4583639,7654165.0,36417.729999999996,94321.0,35866.9,92895.0,550.8299999999999,1427.0,1.51
Indiana,IN,18,1984,841481,1377230,0,37.92657,62.07343,5458334,40.8699,8737.16,12626.7,15978.6,18565.9,20714.3,24114.9,27952.7,32180.4,40232.9,23622.8,86.50519,145674.7,8173.86,4.604803,0.313439,1462,2740958.0,4356.02,11012.8,17803.4,23347.3,28903.7,34530.7,41448.0,49132.0,61124.5,32588.9,86.50519,145674.7,14795.2,14.03219,0.413771,807,1522555.0,2035.17,4928.0,8149.67,11141.9,14257.3,17697.5,21680.7,26768.1,34193.6,16987.0,86.50519,112906.6,7989.61,16.80135,0.433067,655,1218404.0,35.83789,78559,1439249.0,70757,2087,1872,706,2765,2844,25496,10998,531,400,3681,7802,1483,476,5843,.578,.5912,9006861.0,2.656602,2.382922,.8986876,3.519648,3.620209,32.45459,1399967.0,.6759251,.5091714,468565.0,9931389.0,1.887753,.605914,7437722.0,36417.729999999996,94321.0,35866.9,92895.0,550.8299999999999,1427.0,1.51
Indiana,IN,18,1988,860643,1297763,0,39.87401,60.12599,5491729,38.66003,9727.49,13845.7,16783.2,19874.7,22878.1,25777.6,29432.3,34342.1,42457.4,25438.3,91.18541,189968.1,10099.0,4.364682,0.307513,1169,2920721.0,5730.33,13183.1,19942.7,25383.5,30507.6,35859.5,42629.6,51181.7,63164.8,34183.6,100.304,189968.1,16707.3,11.02289,0.395103,622,1572135.0,2427.39,5275.21,8436.49,11856.2,15794.1,19227.2,22762.1,27841.7,36360.8,18227.5,91.18541,158814.6,10034.2,14.97938,0.435177,547,1348585.0,34.76915,98740,1797977.0,88424,1231,892,626,3497,4489,31054,12517,803,525,5217,10315,1965,605,7746,.658,.6729,8955236.0,1.246709,.9033826,.6339883,3.541625,4.546283,31.45027,1267673.0,.8132469,.5316994,5283573.0,1044663.0,1.990075,.6127203,7844845.0,36417.729999999996,94321.0,35866.9,92895.0,550.8299999999999,1427.0,1.51
Indiana,IN,18,1992,848420,989375,0,46.1651,53.8349,5674547,32.938720000000004,10309.9,13798.0,17272.8,19793.5,22737.1,25547.9,29461.9,35473.5,44829.5,25692.2,3.846154,168523.1,11968.2,4.348199,0.308216,880,3015304.0,6227.8,13276.2,19642.0,24579.6,28953.6,34467.8,41481.6,50716.6,62891.5,33506.3,38.46154,168523.1,19396.0,10.09851,0.389621,452,1538607.0,3123.81,6401.19,10017.8,13460.2,16771.8,20167.5,24358.8,29663.3,39229.6,19622.4,3.846154,152900.0,12440.2,12.55825,0.416406,428,1476697.0,29.15013,123570,2177619.0,109709,2116,1680,632,3776,5408,37862,16570,998,757,7704,13861,2731,687,10443,.78,.7991,8878288.0,1.71239,1.359553,.511451,3.055758,4.376467,30.64012,134094.0,.8076394,.6126083,6234523.0,1121712.0,2.210083,.5559602,845108.0,36417.729999999996,94321.0,35866.9,92895.0,550.8299999999999,1427.0,1.51
Indiana,IN,18,1996,887424,1006693,0,46.85159,53.14841,5906013,33.48337,10955.5,15171.3,18225.4,20877.7,24243.9,27546.7,31768.1,37963.0,48417.9,29197.5,12.61468,357269.5,12800.8,4.419506,0.348562,890,3254103.0,7181.09,14750.2,20280.2,25414.0,30232.2,35697.6,42287.7,50448.1,67609.7,37614.8,13.76147,357269.5,36092.9,9.414964,0.420594,460,1708628.0,3130.24,6879.39,10271.5,14087.1,17565.7,21087.0,24685.5,31242.4,41579.1,21487.0,12.61468,345785.6,19700.8,13.28304,0.440005,430,1545476.0,27.80264,155512,2633113.0,139345,2715,2163,675,4473,7289,48772,20727,1155,896,9103,16166,2763,487,12917,.872,.9012,8960402.0,1.745846,1.390889,.4340501,2.876305,4.687098,31.36221,1332823.0,.742708,.5761613,5853568.0,1039534.0,1.776712,.3131591,8306111.0,36417.729999999996,94321.0,35866.9,92895.0,550.8299999999999,1427.0,1.51
Indiana,IN,18,2000,901980,1245836,0,41.99522,58.00478,6080485,32.70784,12294.3,16573.2,19722.4,23243.8,26827.3,30380.5,34987.6,41243.9,53001.9,31301.4,58.5162,260542.3,26638.4,4.311095,0.328895,928,3298860.0,7513.95,15340.5,21920.4,27435.4,32475.9,38723.1,46136.0,57025.9,74522.8,39951.4,208.9864,260542.3,30405.9,9.917925,0.418777,504,1794921.0,3609.0,8621.25,12605.5,16373.5,19854.3,23936.5,28396.8,36344.5,48329.3,24350.2,58.5162,117272.7,18175.2,13.39133,0.432488,424,1503939.0,28.03271,194419,3197426.0,175457,1216,1062,652,4417,8638,57894,11337,1478,1192,12294,18962,3046,546,15370,.957,1.0102,9024684.0,.6254533,.5462429,.3353582,2.271897,4.442981,29.77795,583122.0,.7602138,.6131088,6323456.0,9753162.0,1.566719,.2808368,7905606.0,36417.729999999996,94321.0,35866.9,92895.0,550.8299999999999,1427.0,1.51
Indiana,IN,18,2004,969011,1479438,0,39.57652,60.42348,6237569,32.0745,11616.8,16129.6,19918.9,23638.7,27459.5,31517.5,36769.1,45310.2,57140.2,33453.7,49.85618,410015.3,30642.2,4.918756,0.366897,1905,3091364.0,7939.47,16025.6,22049.8,27053.4,31002.4,38213.3,46251.2,58185.8,83013.5,43767.6,49.85618,410015.3,51406.3,10.4558,0.471554,1011,1658966.0,4947.22,10579.7,14265.6,18601.7,21750.8,25506.4,30809.8,36702.2,51453.4,26670.7,57.52637,380927.1,30612.2,10.40047,0.430012,894,1432398.0,26.32742,228329,3660545.0,206582,3226,3031,814,5130,9906,64564,13257,1759,1642,16227,21747,3219,917,17610,1.043,NA,9047559.0,1.412874,1.32747,.3565031,2.246758,4.338477,28.27674,5806096.0,.7703796,.7191377,710685.0,9524414.0,1.409808,.4016135,7712555.0,36417.729999999996,94321.0,35866.9,92895.0,550.8299999999999,1427.0,1.51
Iowa,IA,19,1964,733030,449148,0,62.00674,37.99326,1625000,100.3919,6120.94,9022.14,11629.1,13591.3,15959.7,17905.5,19883.6,23076.9,29229.4,17267.4,34.88372,485465.1,1991.28,4.775312,0.310081,471,1113634.0,3807.91,10470.0,16914.9,22250.0,26042.3,30167.0,34286.1,39267.8,47616.6,27448.6,52.32558,485465.1,3779.5,12.50466,0.373473,310,730697.8,679.984,1577.69,3152.63,5138.84,7182.87,10151.0,12947.8,17463.3,26041.1,10408.0,34.88372,50052.32,1732.67,38.29663,0.507093,161,382936.0,92.78895,8214,5054769.0,7425,1112,1043,33,229,400,1941,973,48,38,211,789,140,31,617,.172,.191,9039445.0,13.53786,12.69783,.4017531,2.787923,4.869735,23.63039,1184563.0,.5843682,.4626248,2568785.0,9605552.0,1.704407,.3774044,7511566.0,56271.55,145743.0,55869.36,144701.0,402.2,1042.0,0.71
Iowa,IA,19,1968,476699,619106,66422,41.016,58.984,1673000,103.9295,7602.88,10774.1,13534.0,16040.4,18255.2,21053.6,23907.4,28377.7,33310.3,20058.4,NA,NA,2232.88,4.381274,0.31628,NA,NA,4375.94,11030.3,18337.3,24279.3,29239.7,33322.1,38437.3,45248.1,54434.0,31514.6,NA,NA,4419.88,12.43938,0.389751,NA,NA,840.583,1917.47,3679.83,5841.66,8400.23,11616.7,15348.0,19724.8,27101.5,11418.3,NA,NA,1741.81,32.24131,0.493198,NA,NA,94.58652,11135,6655708.0,10020,1420,1323,36,305,582,2731,1331,59,61,309,1115,174,33,908,.193,.2156,8998653.0,12.75258,11.88145,.3233049,2.739111,5.226762,24.52627,119533.0,.5298608,.5478222,2775034.0,1001347.0,1.56264,.2963628,8154468.0,56271.55,145743.0,55869.36,144701.0,402.2,1042.0,0.71
Iowa,IA,19,1972,496206,706207,0,41.26752,58.73248,2860506,97.02932,9208.96,12798.9,15726.7,18236.0,20978.6,23764.7,26790.2,31509.8,38496.7,22510.8,NA,NA,9082.29,4.180353,0.307304,NA,NA,4506.52,11411.6,19070.4,25152.0,30670.9,35493.6,41551.1,48018.9,61356.6,33388.8,NA,NA,14187.6,13.61507,0.403583,NA,NA,1379.25,2918.22,5419.12,8464.73,11636.4,14852.7,18605.4,23649.5,32200.5,14478.3,NA,NA,8698.32,23.34638,0.484843,NA,NA,90.425,15022,5251519.0,13374,2046,1921,45,397,678,3533,1796,98,92,481,1648,247,46,1355,.232,.2582,8902943.0,13.62002,12.78791,.2995606,2.642791,4.513381,23.51884,119558.0,.6523765,.6124351,320197.0,1097058.0,1.644255,.3062176,9020103.0,56271.55,145743.0,55869.36,144701.0,402.2,1042.0,0.71
