State,stcode,fips,year,demvote,repvote,wallacevote,dempercent,reppercent,population,income,p10income,p20income,p30income,p40income,p50income,p60income,p70income,p80income,p90income,meanincome,minincome,maxincome,sdincome,ineqincome,gini_income,n_income,nwgt_income,men_p10income,men_p20income,men_p30income,men_p40income,men_p50income,men_p60income,men_p70income,men_p80income,men_p90income,men_meanincome,men_minincome,men_maxincome,men_sdincome,men_ineqincome,men_gini_income,men_n_income,men_nwgt_income,wom_p10income,wom_p20income,wom_p30income,wom_p40income,wom_p50income,wom_p60income,wom_p70income,wom_p80income,wom_p90income,wom_meanincome,wom_minincome,wom_maxincome,wom_sdincome,wom_ineqincome,wom_gini_income,wom_n_income,wom_nwgt_income,medincome,GDP,GDPpc,Private,Agriculture,Farms,Mining,Utilities,Construction,Manufacturing,Finance_Insurance,Legal,Education,Health,Government,Government_federal,Government_military,Government_statelocal,cpideflator,statecpi,Private_share,Agriculture_share,Farms_share,Mining_share,Utilities_share,Construction_share,Manufacturing_share,Finance_Insurance_share,Legal_share,Education_share,Health_share,Government_share,Government_federal_share,Government_military_share,Government_statelocal_share,area_sqmi,area_sqkm,landarea_sqmi,landarea_sqkm,water_sqmi,water_sqkm,percent_water
South Dakota,SD,46,1964,163010,130108,0,55.61242,44.38758,395000,80.11337,4929.34,7359.84,8709.63,10216.4,11671.8,13080.8,16473.6,18252.4,25819.9,13779.5,162.7907,49418.6,1504.12,5.238004,0.317038,113,251159.6,3465.53,7628.5,11308.9,12458.6,14726.2,18092.1,22596.2,28247.5,36417.7,18897.5,290.6977,49418.6,2375.93,10.50855,0.400433,81,178086.7,494.191,998.573,2022.7,3488.43,6094.81,8344.85,13062.2,14085.9,19325.7,7874.71,162.7907,24819.77,1464.22,39.10573,0.503373,32,73072.93,67.8593,1596,4040506.0,1327,286,272,20,40,88,107,174,8,5,47,269,72,47,149,.172,.1901,8314536.0,17.9198,17.04261,1.253133,2.506266,5.513784,6.704261,1090226.0,.5012531,.3132832,2944862.0,1685464.0,4.511278,2.944862,9335839.0,77116.48999999999,199731.0,75884.64,196540.0,1231.85,3190.0,1.6
South Dakota,SD,46,1968,118023,149841,13400,41.96164,58.03836,384000,85.143,5976.96,8846.58,10700.9,13587.5,15032.4,16972.6,20350.6,24498.7,28620.8,16432.6,NA,NA,1713.27,4.788521,0.339658,NA,NA,3900.75,9312.94,14359.0,19245.5,23165.6,27506.8,31100.4,37321.4,46571.5,25863.7,NA,NA,3607.69,11.93911,0.393371,NA,NA,649.455,1419.58,2649.9,4531.54,7974.63,9941.25,14882.1,16985.9,29230.3,11057.1,NA,NA,1916.19,45.00743,0.50416,NA,NA,77.88808,2093,5450521.0,1755,441,423,13,62,99,142,210,9,8,69,338,86,47,205,.193,.2146,8385093.0,21.07023,20.21022,.621118,2.962255,4.730052,6.78452,1003344.0,.4300048,.3822265,3296703.0,1614907.0,4.108934,2.24558,9794553.0,77116.48999999999,199731.0,75884.64,196540.0,1231.85,3190.0,1.6
South Dakota,SD,46,1972,139945,166476,0,45.67083,54.32917,677389,77.53362,7143.98,10659.2,13232.6,15467.9,18182.0,20276.0,23190.6,27285.0,35321.7,17987.8,NA,NA,7592.24,4.944261,0.335322,NA,NA,3999.55,9514.45,15535.8,20731.8,25958.2,30763.4,35571.6,41990.7,54377.3,28624.5,NA,NA,12119.2,13.59585,0.410849,NA,NA,1274.49,2696.14,4446.88,7057.03,10333.0,13311.9,17098.1,20651.3,28947.0,13001.8,NA,NA,7776.19,22.71261,0.501647,NA,NA,78.37069,3048,449963.0,2527,680,656,24,68,144,190,323,16,16,111,521,124,87,309,.232,.2567,8290682.0,22.30971,21.52231,.7874016,2.230971,4.72441,6.233596,1059711.0,.5249344,.5249344,3641732.0,1709318.0,4.068242,2.854331,101378.0,77116.48999999999,199731.0,75884.64,196540.0,1231.85,3190.0,1.6
South Dakota,SD,46,1976,147068,151505,0,49.25697,50.74303,686843,66.15316,7693.78,11041.7,13573.0,15884.4,18481.5,20827.4,24214.6,28299.2,35928.5,20904.4,NA,NA,11442.6,4.669811,0.338311,NA,NA,3386.38,8573.35,14232.8,19480.4,25213.2,29600.6,35102.1,42338.8,55482.8,27932.6,NA,NA,15339.8,16.3841,0.450646,NA,NA,1341.17,2390.64,4374.9,7234.52,11079.7,13665.9,17225.4,21054.5,29721.1,13055.1,NA,NA,11586.9,22.16058,0.472338,NA,NA,58.48576,4639,6754091.0,3887,575,545,48,107,271,334,807,26,24,179,752,178,121,453,.316,.3402,8378961.0,12.39491,11.74822,1.034706,2.306532,5.841776,7.199828,1739599.0,.5604656,.5173529,385859.0,1621039.0,3.837034,2.608321,9765036.0,77116.48999999999,199731.0,75884.64,196540.0,1231.85,3190.0,1.6
South Dakota,SD,46,1980,103855,198343,0,34.36654,65.63346,690768,44.78996,7234.05,10615.1,13391.0,16120.2,18633.7,21064.7,24381.4,28251.6,34965.7,20513.8,54.58515,183515.3,5845.54,4.833489,0.336844,1346,355554.2,5047.49,9806.86,15370.4,19357.1,24241.6,28997.3,34723.7,42735.3,55355.2,28444.8,65.50218,183515.3,10594.2,10.96688,0.433692,751,201823.4,1368.37,2806.7,4809.74,7340.19,10614.3,13528.7,16760.7,20507.9,26739.9,12583.9,54.58515,54585.15,4955.2,19.54143,0.461759,595,153730.8,40.68493,6853,9920842.0,5796,903,867,175,169,318,643,1048,46,37,314,1057,241,163,653,.458,.4806,845761.0,13.17671,12.65139,2.553626,2.466073,4.640304,9.382752,1529257.0,.6712389,.5399095,4581935.0,154239.0,3.516708,2.37852,9528673.0,77116.48999999999,199731.0,75884.64,196540.0,1231.85,3190.0,1.6
South Dakota,SD,46,1984,116113,200267,0,36.70049,63.29951,697207,36.36661,6998.83,10715.2,13602.7,16042.2,18569.0,21492.7,24569.1,28717.4,35869.5,21019.9,17.30104,250865.0,8531.84,5.125071,0.346936,1238,361649.5,4290.07,8674.05,13864.7,18294.2,23364.8,28297.1,33740.6,41332.6,55078.0,27833.2,69.20415,250865.0,14253.2,12.83849,0.457041,667,194394.5,1611.68,3624.93,6309.23,9005.93,11965.1,15432.8,18913.3,22846.5,29449.2,14129.0,17.30104,74913.49,6664.25,18.27236,0.449589,571,167255.0,32.1263,9290,1332459.0,7894,1407,1348,160,261,318,944,1447,60,49,492,1396,313,253,829,.578,.5907,8497309.0,15.14532,14.51023,1.722282,2.809473,3.423036,10.16146,1557589.0,.6458558,.5274489,5296017.0,1502691.0,3.369214,2.723358,8923573.0,77116.48999999999,199731.0,75884.64,196540.0,1231.85,3190.0,1.6
South Dakota,SD,46,1988,145560,165415,0,46.80762,53.19238,698144,34.1848,7781.43,11575.5,14790.8,17320.8,20029.4,23012.7,26052.2,31119.9,38209.9,22493.6,10.6383,193769.0,10285.5,4.910395,0.336915,1244,386629.5,4345.56,9883.4,14858.6,19950.3,24249.9,29265.6,34291.1,42642.5,56457.5,29398.8,10.6383,193769.0,17778.5,12.992,0.449718,663,205957.2,2119.08,4431.55,6785.29,9655.7,12637.4,16204.8,20070.6,24763.9,32003.0,15642.5,77.5076,137291.8,9141.95,15.10231,0.451871,581,180672.3,30.43982,11243,1610413.0,9462,1115,1018,215,373,401,1132,2090,88,57,662,1781,405,330,1046,.658,.6643,8415903.0,9.917282,9.054523,1.912301,3.31762,3.566664,10.06849,1858934.0,.7827092,.5069821,5888108.0,1584097.0,3.602241,2.93516,9303567.0,77116.48999999999,199731.0,75884.64,196540.0,1231.85,3190.0,1.6
South Dakota,SD,46,1992,124888,136718,0,47.73897,52.26103,712801,30.29551,8401.56,12054.3,14900.0,18016.5,20459.7,23570.0,27145.2,32130.5,40501.7,23630.5,2.564103,210255.1,12610.1,4.820736,0.335586,1166,389079.4,4686.08,10050.0,14960.1,19556.6,24282.4,28585.2,33976.6,41832.0,54856.2,28749.4,2.564103,210255.1,19421.5,11.7062,0.433587,618,206794.1,2545.92,5411.44,8538.99,11242.2,14249.2,17943.2,21845.6,26292.4,34278.6,17183.1,89.74359,109710.3,11032.3,13.46413,0.425822,548,182285.3,26.23038,14894,2089503.0,12500,1721,1590,217,447,541,1694,2460,102,72,1023,2394,566,375,1453,.78,.791,8392641.0,11.55499,10.67544,1.456963,3.001209,3.632335,11.37371,1651672.0,.6848395,.4834161,6868538.0,1607359.0,3.800188,2.517792,9755607.0,77116.48999999999,199731.0,75884.64,196540.0,1231.85,3190.0,1.6
South Dakota,SD,46,1996,139333,150543,0,48.06641,51.93359,742213,29.82339,9327.58,12724.1,15904.1,19292.7,22171.7,25053.6,28769.9,35613.8,47078.9,26006.0,28.66973,349922.0,16597.4,5.047279,0.341999,993,415301.3,4707.59,11032.5,16010.3,20711.1,25152.1,29577.3,36024.6,44711.5,62905.2,31263.5,33.25688,349922.0,26360.9,13.36251,0.438694,529,224200.0,2989.98,6352.22,9183.57,12369.2,14989.4,19180.8,23465.4,28633.4,38289.5,19477.6,28.66973,130707.6,14600.2,12.80594,0.442279,464,191101.3,25.42626,19073,2569747.0,16361,2215,2077,180,487,682,2508,3259,117,100,1277,2713,614,281,1818,.872,.8916,8578094.0,11.61328,10.88974,.9437425,2.553348,3.575735,13.14948,1708698.0,.6134326,.5243014,6695329.0,142243.0,3.21921,1.473287,9531799.0,77116.48999999999,199731.0,75884.64,196540.0,1231.85,3190.0,1.6
South Dakota,SD,46,2000,118804,190700,0,38.38529,61.61471,754844,29.8861,10322.8,14933.7,18190.0,21502.4,24888.7,27843.2,31584.9,36953.5,50603.5,28601.0,5.22466,243823.4,22492.4,4.90211,0.338017,972,429959.5,4857.97,12131.5,17624.0,22493.1,27486.7,32317.8,38838.3,47358.8,65302.2,35458.8,5.22466,243823.4,40331.9,13.44228,0.455884,489,218755.7,3552.9,7135.98,10477.9,14234.2,17699.7,21248.7,25424.3,30892.7,39994.4,20465.2,250.7837,100731.5,15243.6,11.25683,0.411433,483,211203.8,26.007,23099,3060103.0,19973,1519,1427,110,411,920,3117,2865,143,151,1817,3126,671,305,2150,.957,.9988,8646695.0,6.576042,6.177757,.4762111,1.779298,3.982857,13.49409,1240313.0,.6190744,.653708,7866141.0,1353305.0,2.904888,1.320403,9307762.0,77116.48999999999,199731.0,75884.64,196540.0,1231.85,3190.0,1.6
South Dakota,SD,46,2004,149244,232584,0,39.08671,60.91329,770883,28.75906,9711.74,14966.3,18505.6,21491.5,25226.8,28606.4,33552.5,38459.2,51622.5,29995.7,1.917546,499625.1,31047.2,5.315474,0.3654,1586,404140.3,5094.26,11022.4,17496.3,22678.1,26802.8,30966.0,38042.3,46835.1,64401.4,35111.5,24.92809,425452.5,49422.6,12.64195,0.484893,805,209488.5,3766.5,7581.36,12001.2,15814.8,19808.6,23545.9,27145.1,33462.8,45728.5,24214.1,1.917546,499625.1,18561.2,12.14085,0.455388,781,194651.8,24.18677,29522,3829634.0,25649,2490,2395,129,510,1145,2833,5123,153,193,2540,3873,736,496,2640,1.043,NA,8688097.0,8.434388,8.112594,.4369623,1.727525,3.878464,9.596233,1735316.0,.5182576,.6537498,8603753.0,1311903.0,2.493056,1.680103,8942484.0,77116.48999999999,199731.0,75884.64,196540.0,1231.85,3190.0,1.6
Tennessee,TN,47,1964,634947,508965,0,55.50663,44.49337,2212000,83.91512,3781.58,6196.44,8852.24,10762.8,13130.6,15376.5,17331.8,20385.0,26582.5,14433.4,58.13953,174424.4,1768.24,7.029469,0.350129,690,1845200.0,3336.22,7091.34,11319.7,15300.2,19410.0,23592.3,28212.1,33547.5,43142.0,22005.9,69.76744,174424.4,2980.92,12.9314,0.406381,420,1133788.0,1156.57,2846.89,4727.1,7114.25,9586.81,12406.3,14702.5,17963.7,22214.8,10841.7,58.13953,40697.67,1480.71,19.20749,0.432024,270,711411.2,76.34069,9723,439557.0,8347,359,332,85,73,437,2793,1089,57,58,212,1376,375,162,839,.172,.171,8584799.0,3.692276,3.414584,.8742158,.7507971,4.494498,28.7257,1120025.0,.5862388,.5965237,2180397.0,1415201.0,3.856834,1.666152,8629024.0,42143.27,109151.0,41217.119999999995,106752.0,926.15,2399.0,2.2
Tennessee,TN,47,1968,351233,472592,424792,28.12976,71.87024,2325000,89.3285,5331.19,8548.2,11269.6,13580.2,15766.6,17977.0,20675.6,24073.2,30806.9,17240.4,NA,NA,2050.28,5.778616,0.341674,NA,NA,3583.29,8474.91,13166.9,18052.8,22378.5,27441.8,32359.0,38874.0,50273.1,26515.3,NA,NA,4177.96,14.02987,0.424132,NA,NA,1118.68,3029.18,5119.54,7712.68,10792.7,13965.0,16456.1,19119.5,25008.2,12306.8,NA,NA,1638.41,22.35509,0.429709,NA,NA,81.69222,13928,5990538.0,11990,367,326,79,103,656,4322,1479,81,97,354,1938,499,216,1223,.193,.1917,8608559.0,2.63498,2.340609,.5672027,.7395175,4.709937,31.03102,106189.0,.5815623,.6964388,2541643.0,1391442.0,3.582711,1.550833,8780873.0,42143.27,109151.0,41217.119999999995,106752.0,926.15,2399.0,2.2
Tennessee,TN,47,1972,357293,813147,0,30.52638,69.47362,4088445,88.33233,7039.72,10539.2,13381.8,16143.5,18825.6,21495.4,24647.5,29182.8,37140.6,20493.1,NA,NA,8974.92,5.275863,0.340974,NA,NA,4227.33,9632.5,15159.1,20337.6,25366.2,30586.4,36069.3,43479.3,56949.2,30156.3,NA,NA,13671.1,13.47167,0.436063,NA,NA,1964.0,4714.33,7386.81,10576.1,13748.4,16253.4,18966.0,23015.8,29581.7,14997.0,NA,NA,8054.21,15.06196,0.427991,NA,NA,81.14483,20282,496081.0,17450,533,481,121,136,1001,5848,2418,125,170,586,2832,751,252,1829,.232,.2304,8603688.0,2.627946,2.371561,.5965881,.6705453,4.93541,28.83345,119219.0,.61631,.8381816,2889261.0,1396312.0,3.702791,1.242481,9017848.0,42143.27,109151.0,41217.119999999995,106752.0,926.15,2399.0,2.2
Tennessee,TN,47,1976,825879,633969,0,56.57294,43.42706,4329160,68.06772,7562.65,11071.2,13797.8,16431.5,19023.2,21815.7,25019.1,29352.5,37564.4,21509.4,NA,NA,11644.2,4.967095,0.330711,NA,NA,4453.37,10347.9,15894.0,21059.2,25648.3,30831.1,37814.4,45688.5,59296.7,30727.7,NA,NA,17378.0,13.31502,0.433336,NA,NA,2068.14,4510.07,7506.65,10841.7,14416.9,16972.4,19768.5,24085.8,30895.2,15667.6,NA,NA,12080.2,14.93864,0.422184,NA,NA,60.19999,30412,7024919.0,26074,822,737,229,201,1414,8138,3990,180,222,1046,4337,1244,324,2769,.316,.3083,8573589.0,2.70288,2.423386,.7529922,.6609233,4.64948,26.75917,1311982.0,.5918716,.729975,3439432.0,1426082.0,4.090491,1.065369,9104959.0,42143.27,109151.0,41217.119999999995,106752.0,926.15,2399.0,2.2
Tennessee,TN,47,1980,783051,787761,0,49.85008,50.14992,4591023,46.31026,7660.01,11048.1,13886.6,16585.3,19005.9,21896.2,25213.9,29337.2,35832.8,21210.1,80.78603,145742.4,5801.37,4.677906,0.314908,1178,2143540.0,4259.05,10109.3,15801.1,21147.2,25418.1,30563.6,37415.9,44740.8,58606.6,29878.1,82.96943,139740.2,10740.0,13.76049,0.41548,669,1223648.0,2119.34,5088.63,7885.09,10671.7,13715.1,16329.7,19519.8,23295.7,29500.4,15181.4,80.78603,145742.4,5445.64,13.91962,0.407592,509,919891.9,41.4976,45392,9887121.0,38407,887,766,377,281,1982,11732,5894,299,301,1959,6985,2398,383,4205,.458,.4361,8461182.0,1.954089,1.687522,.8305428,.6190518,4.366408,25.84596,1298467.0,.6587064,.6631125,4315739.0,1538817.0,5.282869,.843761,9263747.0,42143.27,109151.0,41217.119999999995,106752.0,926.15,2399.0,2.2
Tennessee,TN,47,1984,711714,990212,0,41.81815,58.18185,4686803,37.91021,7500.67,10690.9,13462.1,16494.6,19057.2,21937.8,25467.4,30414.6,38801.8,21912.1,60.55363,228892.7,8778.82,5.173111,0.339776,1056,2206873.0,4024.28,10105.8,15387.8,20147.7,25156.9,30266.7,37505.6,46214.9,61100.8,30838.4,60.55363,228892.7,15370.8,15.18304,0.43783300000000003,588,1240493.0,2323.17,5108.74,8647.43,11227.9,14102.1,16897.0,20108.4,24992.3,31855.0,16378.7,69.20415,137024.2,7873.53,13.71187,0.41913,468,966380.7,32.97093,64610,1378552.0,55989,1209,1008,433,503,2557,16837,8376,467,341,3355,8621,2797,634,5190,.578,.5422,8665687.0,1.871227,1.56013,.6701749,.7785172,3.957592,26.05943,1296394.0,.7227983,.5277821,5192695.0,1334314.0,4.329051,.9812722,8032812.0,42143.27,109151.0,41217.119999999995,106752.0,926.15,2399.0,2.2
Tennessee,TN,47,1988,679794,947233,0,41.78136,58.21864,4822432,36.06307,7395.57,11003.7,14735.2,17607.1,19894.7,23447.3,27438.7,33228.5,43187.9,23729.5,30.39514,155013.7,10977.0,5.839699,0.34935,910,2486578.0,3962.52,9526.94,14730.6,19697.9,25462.8,30846.2,37255.7,46748.8,61224.2,30997.1,41.03344,155013.7,17968.8,15.45082,0.442615,504,1393009.0,2515.0,6296.77,9171.52,12595.9,15524.4,17948.7,22146.4,27518.0,36058.7,18474.6,30.39514,145896.7,10303.8,14.33745,0.423754,406,1093569.0,30.23511,87533,1815121.0,75666,1150,833,420,868,3765,21599,11080,736,482,5109,11866,3813,752,7301,.658,.6214,8644283.0,1.31379,.9516411,.479819,.991626,4.301235,24.67527,1265808.0,.8408257,.5506495,5836656.0,1355603.0,4.356071,.8591046,8340855.0,42143.27,109151.0,41217.119999999995,106752.0,926.15,2399.0,2.2
Tennessee,TN,47,1992,933521,841300,0,52.59804,47.40196,5049742,31.11667,8333.71,12153.5,15301.0,18668.1,21169.5,24439.9,28766.3,32847.8,42107.9,24271.0,32.05128,204294.9,12681.2,5.05272,0.327353,991,2532581.0,4135.41,10799.8,15636.4,20350.1,25634.3,30705.5,36038.3,46750.1,62286.2,30976.6,192.3077,204294.9,20931.9,15.06167,0.43463,509,1309768.0,3269.43,6883.43,10271.7,13653.7,16994.9,20537.1,24676.5,31036.7,38845.3,20109.2,32.05128,134615.4,13251.6,11.88137,0.414286,482,1222813.0,27.14038,111341,2204885.0,96664,1491,1092,399,1249,3877,27516,13737,936,743,8030,14677,4515,837,9325,.78,.7358,8681797.0,1.339129,.9807708,.3583586,1.121779,3.482095,24.71327,1233777.0,.8406607,.6673193,7212078.0,1318203.0,4.05511,.7517446,8375172.0,42143.27,109151.0,41217.119999999995,106752.0,926.15,2399.0,2.2
Tennessee,TN,47,1996,909146,863530,0,51.28664,48.71336,5416643,31.22993,9270.09,12553.9,16065.9,18910.4,22373.2,25931.2,30462.5,36188.6,49046.8,27232.5,114.6789,661050.5,21524.8,5.290866,0.368711,854,2945183.0,6684.66,13500.8,17639.7,22770.9,28207.5,32285.9,38953.1,47134.4,65035.7,35327.1,114.6789,375833.7,34179.4,9.729095,0.453854,441,1557697.0,3502.55,7001.59,11174.0,14339.8,18053.0,21851.9,26056.8,31932.5,43462.5,21635.2,458.7156,661050.5,18393.3,12.40882,0.431951,413,1387486.0,25.65734,141335,2609273.0,123732,1481,929,456,1531,5789,31035,18812,1106,905,10470,17603,4864,763,11976,.872,.8282,875452.0,1.047865,.6573036,.3226377,1.083242,4.095942,21.95847,1331022.0,.7825379,.6403226,7407931.0,1245481.0,3.441469,.5398521,8473485.0,42143.27,109151.0,41217.119999999995,106752.0,926.15,2399.0,2.2
Tennessee,TN,47,2000,981720,1061949,0,48.03713,51.96287,5689283,31.8721,9599.77,13431.2,17238.6,20443.5,24103.1,27887.3,32880.0,39270.8,55978.9,30501.6,104.4932,296899.7,25026.3,5.831275,0.385836,926,3098420.0,7151.82,13691.5,18681.7,23636.0,28924.8,33984.8,42712.3,52483.5,75771.2,39982.7,104.4932,288611.3,49022.1,10.59467,0.46761,487,1642846.0,3753.01,8409.3,11767.2,15515.2,19209.0,23666.9,28195.8,33330.7,46335.1,23777.0,134.7962,296899.7,25323.8,12.34612,0.4413,439,1455574.0,25.1861,174851,307334.0,155331,1182,841,468,696,7781,33151,9933,1442,1353,12935,19520,4931,686,13902,.957,.9286,8883621.0,.6760041,.480981,.2676565,.3980532,4.450075,18.95957,5680837.0,.8247022,.7738017,7397727.0,1116379.0,2.820115,.392334,7950769.0,42143.27,109151.0,41217.119999999995,106752.0,926.15,2399.0,2.2
Tennessee,TN,47,2004,1036477,1384375,0,42.81456,57.18544,5900962,29.67546,9761.67,14520.7,18887.5,22311.7,25383.5,29785.4,35907.6,42601.2,54998.7,30951.5,10.5465,392439.1,25142.4,5.634149,0.364559,1133,2882785.0,8886.79,15123.2,19381.7,24989.0,29636.6,36843.7,43978.2,57893.9,76322.5,39717.5,95.87728,392439.1,52843.0,8.588309,0.454183,608,1581537.0,3887.69,9290.32,13542.5,18936.9,22292.6,25741.9,30550.8,38407.3,52812.8,26194.4,10.5465,193458.3,38407.4,13.58462,0.445189,525,1301247.0,24.33701,214849,3640915.0,191388,1510,1114,501,923,8592,39155,12714,1798,2078,18245,23462,5636,1097,16729,1.043,NA,8908024.0,.7028192,.5185037,.233187,.4296041,3.999088,18.22443,5917645.0,.8368668,.9671909,8492011.0,1092023.0,2.623238,.5105911,7786399.0,42143.27,109151.0,41217.119999999995,106752.0,926.15,2399.0,2.2
Texas,TX,48,1964,1663185,958566,0,63.43795,36.56205,5889000,98.13663,4877.69,7294.96,9588.25,12284.9,14393.8,16848.9,19681.3,24172.1,31537.3,16879.5,17.44186,186627.9,2240.85,6.465622,0.377059,1501,3594670.0,3614.75,8770.5,12767.5,17609.7,22286.0,26838.3,32460.0,38621.4,50090.8,26602.0,34.88372,186627.9,4328.29,13.85734,0.441982,973,2327430.0,803.884,2112.71,3476.93,5427.18,7658.14,11009.9,14493.9,18875.5,26264.4,11133.6,17.44186,101744.2,1988.55,32.67188,0.502049,528,1267240.0,83.68488,31426,533639.0,27182,1127,1009,3598,1142,1588,5801,2962,161,102,662,4244,989,1046,2210,.172,.1616,8649526.0,3.586203,3.210717,11.44912,3.633934,5.053141,18.45924,9425317.0,.5123146,.324572,2106536.0,1350474.0,3.147076,3.328454,7032393.0,268580.82,695621.0,261797.12,678051.0,6783.7,17570.0,2.53
Texas,TX,48,1968,1266804,1227844,584269,41.14447,58.85553,6327000,109.9026,7147.35,10343.1,13134.7,15947.0,18648.0,21298.0,24723.8,29656.5,37148.5,21211.2,20.72539,259067.4,2945.51,5.197521,0.343769,3403,4346834.0,4309.58,10724.5,16462.4,22036.5,27293.5,32201.8,37507.9,45005.0,58596.5,31347.1,20.72539,259067.4,5394.24,13.5968,0.424444,2083,2681731.0,1226.36,2935.07,5227.69,8043.38,11252.8,14961.9,18404.2,23462.1,30535.0,13884.7,25.90674,69948.19,2405.89,24.89889,0.468278,1320,1665103.0,96.62176,44613,7051209.0,38426,1211,1033,4311,1446,2363,8873,4455,225,197,1081,6187,1466,1345,3376,.193,.1821,8613184.0,2.714455,2.315469,9.663103,3.241208,5.296662,19.88882,9985879.0,.5043373,.4415753,2423061.0,1386816.0,3.286038,3.014816,7567301.0,268580.82,695621.0,261797.12,678051.0,6783.7,17570.0,2.53
Texas,TX,48,1972,1154291,2298896,0,33.42683,66.57317,11758760,102.1974,8179.27,12042.9,15248.3,18143.3,20857.4,23927.6,27653.2,32594.2,40648.0,23709.8,8.62069,215517.2,3885.34,4.969636,0.339711,3501,5239391.0,4250.89,11021.6,17564.9,23344.6,29294.5,35383.6,41828.2,49681.2,65684.6,34301.0,8.62069,215517.2,7403.06,15.45196,0.440056,2062,3111949.0,1183.66,3197.4,5601.82,8820.25,12160.4,15565.3,19265.1,24123.0,32534.3,14827.1,17.24138,104336.2,3222.68,27.48619,0.466204,1439,2127442.0,89.90259,64161,5456443.0,54765,1876,1574,4965,2115,3596,11533,7182,456,332,1798,9396,2077,1982,5337,.232,.22,8535559.0,2.923895,2.453204,7.738346,3.296395,5.604651,17.97509,1119372.0,.7107121,.5174483,2802325.0,1464441.0,3.237169,3.089104,8318137.0,268580.82,695621.0,261797.12,678051.0,6783.7,17570.0,2.53
Texas,TX,48,1976,2082319,1953300,0,51.5985,48.4015,12903268,77.44905,8744.44,12483.9,15673.8,18671.6,21945.9,24916.5,28616.0,33461.3,42694.4,24473.9,50.63291,443041.1,5186.3,4.882462,0.332365,4148,6119235.0,4410.86,11074.5,17541.4,23341.2,29133.0,35560.8,43726.9,51679.7,66819.0,34775.2,50.63291,443041.1,9638.34,15.14875,0.43422,2420,3593573.0,1409.7,3398.21,5980.81,9167.15,12443.2,15465.8,19464.1,24579.2,32053.9,15027.7,56.96202,110759.5,4254.17,22.7381,0.469438,1728,2525662.0,69.44905,113842,8822727.0,99347,2911,2411,14675,3723,7566,19763,11662,687,372,3200,14495,3081,2584,8830,.316,.3001,8726744.0,2.557053,2.117847,12.89067,3.270322,6.646053,17.36003,1024402.0,.6034679,.3267687,2810913.0,1273256.0,2.706383,2.269813,7756364.0,268580.82,695621.0,261797.12,678051.0,6783.7,17570.0,2.53
Texas,TX,48,1980,1881147,2510705,0,42.83266,57.16734,14225513,55.3286,8552.56,12494.6,15783.8,19123.5,22252.8,25699.2,29622.9,34840.6,44733.6,25340.5,28.38428,316593.9,7572.84,5.230434,0.332466,4521,6877589.0,5416.11,11881.3,17789.6,23022.0,28963.0,35609.0,43404.9,51617.6,67297.1,34952.6,32.75109,316593.9,12902.3,12.42536,0.428554,2587,3952661.0,1885.16,4389.08,7320.68,10413.3,13488.0,17121.6,20717.5,25689.6,33313.2,16311.4,28.38428,163755.5,6493.99,17.67128,0.445393,1934,2924928.0,48.5869,204612,1438345.0,183325,3143,2410,34704,6720,12595,33975,24867,1512,538,5912,21287,4444,3303,13540,.458,.4332,8959641.0,1.536078,1.177839,16.96088,3.284265,6.155553,16.6046,1215325.0,.7389596,.2629367,2889371.0,1040359.0,2.171916,1.614275,6617403.0,268580.82,695621.0,261797.12,678051.0,6783.7,17570.0,2.53
Texas,TX,48,1984,1949276,3433428,0,36.2137,63.7863,16007171,46.74394,8288.98,12238.1,15679.6,19121.1,22653.2,26561.4,31741.5,37856.2,49469.4,27018.0,5.190311,229584.8,11472.5,5.968092,0.364894,4538,8161905.0,5427.27,11790.3,17246.4,22557.4,28605.9,35391.6,43956.0,54068.4,72570.5,36502.6,13.84083,229584.8,18450.6,13.37146,0.44881,2531,4610046.0,2188.49,5322.84,9069.78,12556.0,16393.1,20335.2,24801.5,31142.3,39503.7,19754.4,5.190311,191602.1,9965.92,18.05066,0.448198,2007,3551859.0,39.19239,293459,1833297.0,261730,4426,3408,41818,11713,15725,41269,43605,3004,916,9980,31729,6167,4963,20599,.578,.5373,8918793.0,1.508217,1.161321,14.25003,3.991358,5.3585,14.06295,1485898.0,1.023652,.312139,3400816.0,1081207.0,2.101486,1.691207,7019379.0,268580.82,695621.0,261797.12,678051.0,6783.7,17570.0,2.53
Texas,TX,48,1988,2352748,3036829,0,43.65367,56.34633,16667146,41.53571,7690.62,11580.4,15568.7,19302.9,23384.9,27960.2,32819.4,39428.6,50869.2,27330.5,3.039514,241639.8,12923.1,6.614447,0.369705,4249,8527993.0,4705.09,10837.0,16090.5,21478.1,28497.2,35824.3,44237.6,54541.9,74531.8,35948.9,3.039514,241639.8,21160.1,15.84067,0.457564,2325,4676480.0,2349.89,5506.08,9385.86,13251.0,16936.8,21489.9,26944.2,33608.8,43365.0,21046.1,16.71733,192095.7,12368.9,18.45406,0.455072,1924,3851513.0,35.53936,331595,1989513.0,289891,5322,3845,29210,12164,13530,55915,43541,5491,1362,14442,41704,8231,5834,27639,.658,.6074,8742321.0,1.60497,1.159547,8.808939,3.66833,4.080279,16.86244,1313078.0,1.655936,.410742,4355313.0,1257679.0,2.482245,1.759375,8335168.0,268580.82,695621.0,261797.12,678051.0,6783.7,17570.0,2.53
