caseid;turnout12;turnout12b;vote12;percent16;meet;givefut;info;march;sign;give12mo;compromise;ftobama;ftblack;ftwhite;fthisp;ftgay;ftjeb;fttrump;ftcarson;fthrc;ftrubio;ftcruz;ftsanders;ftfiorina;ftpolice;ftfem;fttrans;ftmuslim;ftsci;reg;demcand;repcand;vote16jb;vote16bc;vote16tc;vote16mr;vote16dt;presjob;lazyb;lazyw;lazyh;lazym;violentb;violentw;violenth;violentm;econnow;econ12mo;pid1d;pid2d;pid1r;pid2r;pidstr;pidlean;lcself;lcd;lcr;lchc;lcbo;lcdt;lcmr;lctc;srv_spend;campfin;immig_legal;immig_numb;equalpay;parleave;crimespend;death;terror_worry;terror_12mo;terror_local;relig_bc;relig_bcstr;relig_srv;relig_srvstr;incgap20;isis_troops;syrians_a;syrians_b;pc_a;pc_b;minwage;healthspend;childcare;getahead;ladder;finwell;warm;warmbad;warmcause;warmdo;freetrade;stopwhite;stopblack;forcewhite;forceblack;stop_12mo;arrested_12mo;charged_12mo;jailed_12mo;convict_12mo;famstop_12mo;stop_ever;arrested_ever;charged_ever;jailed_ever;convict_ever;famstop_ever;pk_deficit;pk_sen;pk_spend;birthright_a;birthright_b;femoff_jobs;femoff_ed;femoff_spend;femoff_issues;lpres_pleased;lpres_immig;lpres_la;vaccine;autism;bo_muslim;bo_confid;amer_ident;race_ident;whitework;whitejob;wguilt1;wguilt2;wguilt3;buycott;boycott;skintone_mob;skintone;skin_discrim;africanam10_1;white10_1;hispanic10_1;asianam10_1;nativeam10_1;other10_1;other10_open;birthyr;gender;race;race_other;educ;marstat;speakspanish;employ;employ_t;faminc;faminc2;state;votereg;pid3;pid7;ideo5;newsint;pew_bornagain;pew_churatd;religpew;religpew_t;ever_vs_12mo_rand
129;2;NA;NA;95;5;5;5;2;2;2;1;44;78;85;82;78;62;87;62;59;70;65;74;78;87;61;77;49;91;1;3;NA;NA;4;NA;2;NA;6;4;5;4;4;4;4;4;4;3;3;2;__NA__;NA;__NA__;2;NA;5;2;5;2;1;6;5;6;997;4;4;4;4;4;4;4;NA;4;4;2;3;2;2;3;3;NA;5;NA;3;2;5;4;2;3;3;2;2;1;2;4;3;3;3;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;2;6;3;4;NA;NA;4;5;NA;4;NA;4;4;5;2;4;4;4;4;4;3;5;5;2;2;99;2;5;0;10;0;0;0;0;NA;1954;1;1;__NA__;2;1;4;1;__NA__;NA;99;36;1;2;6;4;3;2;6;2;__NA__;1
130;1;NA;2;100;3;3;4;1;1;2;1;96;71;72;67;72;19;0;5;84;8;7;45;19;20;75;71;72;79;1;1;6;NA;NA;1;NA;1;1;5;5;5;5;5;4;5;5;3;2;1;__NA__;NA;__NA__;1;NA;1;2;6;2;2;6;8;5;4;1;2;4;1;5;3;2;NA;1;5;2;1;2;1;1;7;NA;4;NA;1;1;3;7;2;5;5;1;2;1;1;2;3;5;2;4;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;4;4;NA;4;NA;NA;3;3;3;NA;5;1;6;2;1;5;5;5;5;4;4;4;2;1;99;2;5;0;NA;0;0;1;0;NA;1966;2;1;__NA__;6;1;4;1;__NA__;12;99;10;1;1;1;1;1;2;4;11;__NA__;2
131;1;NA;2;100;1;2;3;2;2;1;2;86;80;45;50;100;0;0;0;46;0;0;100;0;10;98;60;50;95;1;3;11;NA;1;1;NA;NA;2;5;2;4;5;4;1;4;3;3;3;NA;__NA__;1;__NA__;1;NA;1;2;7;4;2;6;7;7;5;1;4;2;1;1;4;6;5;NA;5;2;1;1;2;1;2;5;NA;NA;3;1;1;2;1;4;6;1;3;1;1;4;2;5;2;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;3;6;1;7;NA;NA;4;3;NA;5;NA;5;2;6;2;1;3;1;NA;NA;NA;NA;NA;2;1;99;4;2;8;1;0;0;1;0;NA;1975;2;2;__NA__;6;5;4;2;__NA__;3;99;53;1;1;1;1;1;2;6;11;__NA__;1
132;1;NA;2;100;5;5;5;2;2;2;1;71;61;59;80;89;50;80;91;70;76;50;31;74;90;12;50;51;90;1;1;2;NA;NA;1;NA;2;2;5;5;5;5;5;5;5;5;3;3;2;__NA__;NA;__NA__;2;NA;4;3;5;2;2;5;5;6;3;2;2;2;1;3;3;3;4;NA;4;2;2;2;2;1;2;NA;2;NA;4;2;3;4;4;2;6;1;2;2;3;2;3;3;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;6;2;NA;1;3;2;NA;NA;3;NA;5;1;6;2;2;1;5;5;4;4;5;5;2;2;99;2;4;0;10;0;0;0;0;NA;1957;1;1;__NA__;5;5;4;1;__NA__;NA;99;15;1;2;6;3;2;2;2;1;__NA__;2
133;1;NA;1;100;5;5;5;2;2;2;2;0;50;55;51;80;0;100;55;0;61;52;59;42;73;50;53;52;51;1;3;NA;3;NA;NA;2;NA;7;2;4;4;4;1;2;2;1;4;3;3;__NA__;NA;__NA__;NA;3;4;4;4;4;4;4;4;4;2;1;3;6;1;1;1;1;2;2;3;2;1;2;1;3;6;7;NA;4;NA;1;7;1;5;4;3;2;3;3;2;4;3;3;4;3;1;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;2;2;1;NA;4;NA;NA;4;3;NA;5;2;6;1;1;1;2;3;2;5;5;5;2;2;99;2;4;1;6;1;1;1;0;NA;1958;1;1;__NA__;2;1;4;6;__NA__;97;99;31;1;3;4;6;1;2;6;11;__NA__;1
134;1;NA;1;100;2;4;4;2;2;2;2;12;50;50;49;44;41;88;41;31;38;49;53;50;91;39;39;34;31;1;5;NA;NA;NA;NA;3;2;6;4;4;4;4;4;4;5;2;4;4;NA;__NA__;2;__NA__;1;NA;5;2;3;2;2;3;3;3;4;1;6;6;1;2;3;1;NA;2;4;2;1;2;1;1;2;5;NA;NA;4;1;4;4;2;6;5;1;2;3;3;4;3;3;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;6;4;2;NA;NA;NA;4;4;5;NA;4;1;6;1;3;1;3;3;2;5;5;5;2;2;99;1;5;0;10;0;0;0;0;NA;1959;2;1;__NA__;2;1;4;1;__NA__;8;99;12;1;2;7;4;2;1;2;1;__NA__;2
135;1;NA;2;90;4;5;5;2;2;2;2;95;89;81;79;91;22;11;31;91;40;31;71;19;50;81;94;72;79;1;1;11;1;NA;NA;1;NA;2;5;5;5;5;5;5;5;5;2;2;NA;__NA__;1;__NA__;1;NA;2;2;7;2;4;7;6;6;4;1;2;4;1;1;2;4;NA;3;3;2;1;2;1;2;4;3;NA;NA;2;1;3;3;3;5;3;1;2;1;1;4;2;4;2;4;NA;NA;NA;NA;NA;NA;1;2;2;2;2;2;3;4;4;NA;4;NA;NA;4;4;2;NA;4;1;4;2;1;3;2;NA;NA;NA;NA;NA;2;2;99;6;4;10;0;0;0;0;0;NA;1962;1;2;__NA__;2;5;4;2;__NA__;2;99;31;1;1;1;2;2;2;6;1;__NA__;2
136;1;NA;1;100;4;5;5;2;2;2;1;11;62;99;94;70;59;61;61;60;69;61;60;60;100;60;61;10;88;1;1;NA;NA;NA;1;NA;2;7;1;3;4;3;3;3;3;2;3;3;NA;__NA__;1;__NA__;2;NA;4;4;4;4;4;4;4;4;1;1;6;5;1;2;2;2;1;2;3;1;1;1;2;2;5;NA;6;NA;4;2;4;2;2;1;3;1;2;1;3;5;5;5;2;2;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;6;2;NA;6;4;NA;NA;4;1;NA;3;2;5;1;1;1;2;1;1;5;5;5;2;2;99;3;5;2;2;2;2;2;0;NA;1941;2;1;__NA__;2;1;4;5;__NA__;4;99;17;1;1;2;3;3;2;3;2;__NA__;2
137;1;NA;2;100;5;5;5;2;2;2;1;20;50;61;50;50;29;90;32;10;21;NA;10;31;69;50;11;50;81;1;5;NA;NA;NA;3;3;NA;5;4;5;5;5;3;4;4;3;4;2;NA;__NA__;2;__NA__;2;NA;4;2;7;1;1;6;6;6;1;1;3;3;1;3;2;1;3;NA;5;2;3;2;3;2;5;7;NA;NA;4;2;5;4;2;2;2;2;2;3;7;4;3;4;4;4;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;6;3;NA;6;3;NA;NA;4;4;3;NA;1;6;2;3;1;2;4;4;5;5;5;2;2;99;1;5;0;10;0;0;0;0;NA;1941;2;1;__NA__;2;4;4;7;__NA__;6;99;42;1;2;6;3;1;2;4;1;__NA__;2
138;1;NA;1;100;5;5;5;2;2;2;1;31;90;96;88;50;81;10;41;4;998;59;49;998;97;43;41;8;95;1;5;1;NA;NA;NA;3;3;4;3;3;3;3;3;3;3;3;3;3;NA;__NA__;2;__NA__;2;NA;4;4;4;4;4;4;4;4;997;4;4;7;1;1;2;3;NA;2;4;2;1;2;1;1;4;4;NA;4;NA;2;4;4;2;6;6;1;3;2;4;4;1;1;3;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;4;4;2;NA;NA;4;4;NA;3;NA;5;5;6;1;1;1;1;1;2;5;5;5;2;2;99;3;4;-8;-8;-8;-8;-8;-8;NA;1950;2;1;__NA__;2;1;4;5;__NA__;2;99;26;1;2;6;6;4;2;6;11;__NA__;1
139;1;NA;1;100;5;5;5;2;2;2;2;50;48;45;71;66;40;0;51;1;57;59;67;52;27;59;54;2;72;1;3;4;NA;4;NA;NA;3;6;1;2;2;4;1;3;2;1;2;3;NA;__NA__;1;__NA__;2;NA;6;4;1;4;4;1;3;3;1;4;1;4;1;1;4;1;NA;1;3;2;1;2;1;1;4;6;NA;3;NA;1;4;4;5;4;5;1;2;3;1;7;3;5;3;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;4;4;2;NA;NA;NA;1;3;1;2;NA;1;2;1;3;1;1;NA;NA;NA;NA;NA;2;2;2;99;2;0;4;6;0;0;0;NA;1938;1;3;__NA__;2;1;2;5;__NA__;6;99;34;1;1;2;4;3;2;2;2;__NA__;1
140;1;NA;1;100;4;4;4;2;2;2;2;1;61;62;58;NA;35;19;24;3;52;20;11;12;81;41;5;35;89;1;3;8;NA;NA;NA;2;2;7;4;4;4;4;2;4;2;3;5;5;1;__NA__;NA;__NA__;2;NA;6;2;6;1;1;5;6;6;1;4;5;5;3;3;4;1;NA;4;4;1;1;1;1;1;1;7;NA;NA;4;2;3;4;2;6;6;2;3;2;7;4;2;2;2;2;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;6;4;NA;7;NA;NA;3;3;5;5;NA;1;6;1;2;1;2;2;4;5;5;5;2;1;1;99;5;0;10;0;0;0;0;NA;1960;1;1;__NA__;2;1;4;1;__NA__;NA;99;17;1;1;2;4;1;1;4;3;__NA__;2
141;1;NA;1;90;5;3;4;2;2;2;2;16;50;63;70;45;75;62;39;4;58;79;41;46;59;49;41;45;49;1;3;4;NA;2;NA;2;NA;4;2;3;5;4;3;4;3;4;2;3;NA;__NA__;1;__NA__;2;NA;4;5;3;4;4;3;4;6;4;4;4;5;2;4;3;1;3;3;4;2;2;1;1;2;4;NA;5;3;NA;2;4;3;3;4;3;1;2;2;4;5;2;3;2;3;NA;NA;NA;NA;NA;NA;1;2;2;2;2;2;1;2;2;4;NA;4;NA;4;NA;2;2;NA;1;4;1;3;2;1;NA;NA;NA;NA;NA;2;2;3;99;5;0;0;10;0;0;0;NA;1978;1;3;__NA__;2;1;3;7;__NA__;6;99;42;1;1;2;3;3;2;6;2;__NA__;2
142;1;NA;1;100;4;5;5;2;2;2;2;2;90;86;83;91;71;61;85;59;97;61;64;71;92;63;79;79;63;1;5;8;2;2;NA;NA;NA;7;5;5;5;5;4;4;4;4;4;3;NA;__NA__;3;__NA__;NA;3;4;1;7;1;1;3;7;7;3;1;1;4;2;4;2;1;1;3;2;1;1;2;2;3;1;NA;4;4;NA;1;5;4;2;6;3;1;3;3;4;4;3;3;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;1;1;6;4;5;NA;4;NA;NA;4;2;NA;5;1;5;2;2;1;5;5;4;5;4;4;2;2;1;99;5;0;10;0;0;0;0;NA;1948;2;1;__NA__;1;3;4;2;__NA__;5;99;33;1;3;4;3;1;2;3;2;__NA__;2
143;1;NA;2;100;1;5;5;2;2;2;2;100;80;100;70;100;50;0;39;100;42;49;70;28;100;100;100;79;100;1;1;3;1;NA;NA;NA;1;1;4;4;4;4;3;5;5;2;1;1;1;__NA__;NA;__NA__;1;NA;1;2;7;6;2;7;4;4;6;1;1;4;1;1;2;2;NA;1;5;2;1;2;1;1;7;2;NA;2;NA;1;1;1;5;7;4;2;3;1;4;1;1;1;2;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;4;NA;4;NA;4;NA;4;1;NA;5;1;6;2;1;1;5;5;5;5;5;5;2;2;99;2;5;0;10;0;0;0;0;NA;1959;1;1;__NA__;5;1;4;1;__NA__;97;99;6;1;1;1;1;1;2;6;5;__NA__;1
144;1;NA;2;100;1;3;4;1;1;1;2;89;57;60;100;100;30;2;6;97;16;2;75;21;30;81;90;95;51;1;1;8;NA;NA;1;NA;1;2;3;4;5;5;1;2;4;2;1;2;NA;__NA__;1;__NA__;1;NA;1;2;7;2;2;4;6;7;7;1;1;3;1;3;4;1;3;NA;5;2;1;2;1;1;7;5;NA;1;NA;1;1;3;3;3;3;1;2;1;1;7;5;5;1;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;4;4;NA;6;NA;NA;4;4;1;NA;5;4;5;2;1;1;1;NA;NA;NA;NA;NA;1;1;99;4;4;0;0;NA;0;1;0;NA;1961;1;3;__NA__;5;1;3;1;__NA__;6;99;48;1;1;3;1;1;2;6;11;__NA__;1
145;1;NA;2;100;5;4;5;2;2;2;1;75;75;75;100;79;76;20;50;86;30;50;67;71;69;97;50;51;91;1;1;1;1;NA;NA;1;NA;2;5;5;5;5;5;5;5;5;2;2;NA;__NA__;3;__NA__;NA;2;3;3;6;3;3;4;7;6;6;4;2;4;2;4;4;3;4;NA;5;2;1;2;1;2;6;NA;4;NA;3;1;3;4;3;2;5;1;2;1;3;3;2;4;2;4;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;2;6;4;NA;2;NA;4;4;NA;3;5;NA;4;5;2;1;3;3;3;5;4;4;4;2;2;99;3;5;0;5;5;0;0;0;NA;1956;2;1;__NA__;6;5;4;1;__NA__;12;99;12;1;3;3;3;4;2;5;2;__NA__;1
146;2;NA;NA;25;5;5;5;2;2;2;1;7;76;100;76;2;85;79;76;4;62;68;17;77;99;16;2;2;99;2;5;10;NA;2;2;NA;NA;6;4;4;4;4;4;4;4;3;3;3;NA;__NA__;2;__NA__;1;NA;6;1;6;1;1;6;5;5;997;4;4;4;1;3;4;1;3;NA;4;1;2;1;1;3;4;NA;7;3;NA;1;4;4;3;3;3;1;3;2;4;4;3;3;3;3;2;2;2;2;2;1;NA;NA;NA;NA;NA;NA;2;6;1;4;NA;4;4;NA;NA;4;NA;4;6;3;2;4;3;2;3;3;5;5;5;2;2;99;2;5;0;10;0;0;0;0;NA;1977;1;1;__NA__;2;5;4;6;__NA__;4;99;5;2;2;7;4;3;2;5;12;__NA__;1
147;1;NA;2;100;2;2;4;2;2;2;1;89;95;45;85;79;46;10;60;71;50;46;66;50;66;56;69;71;85;1;1;8;NA;NA;1;1;NA;2;5;4;5;5;5;4;5;5;2;2;1;__NA__;NA;__NA__;1;NA;2;1;6;2;2;7;6;7;5;1;1;4;1;2;3;7;NA;4;5;2;1;2;1;2;6;3;NA;1;NA;1;2;3;3;2;1;1;2;1;3;2;2;4;2;4;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;1;7;NA;NA;3;3;NA;2;NA;5;1;6;2;2;3;1;NA;NA;NA;NA;NA;2;2;99;8;4;10;0;0;0;0;0;NA;1959;1;2;__NA__;6;1;4;1;__NA__;7;99;12;1;1;1;3;2;1;4;1;__NA__;1
148;2;NA;NA;100;5;5;5;2;2;2;2;2;50;45;65;6;55;48;54;6;46;58;51;52;96;50;3;18;22;1;5;8;2;NA;NA;2;NA;7;4;4;4;4;5;5;5;3;5;5;NA;__NA__;2;__NA__;2;NA;4;3;4;1;4;3;3;4;1;4;3;3;1;3;2;1;2;2;3;2;2;1;1;1;1;NA;5;NA;3;1;1;5;2;7;7;1;2;2;3;6;2;2;3;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;7;1;NA;4;4;NA;NA;4;3;NA;3;4;4;1;3;1;3;3;4;5;4;5;2;2;99;1;5;4;4;2;0;0;0;NA;1955;2;1;__NA__;2;1;4;1;__NA__;3;99;48;1;2;7;3;3;1;5;1;__NA__;1
149;1;NA;1;100;2;5;5;2;2;2;2;3;15;74;NA;0;54;90;96;0;1;58;2;79;72;5;1;10;67;1;2;2;2;NA;2;NA;NA;7;1;3;2;2;1;3;1;1;3;3;NA;__NA__;2;__NA__;1;NA;6;1;6;4;4;4;4;4;4;4;1;4;2;3;2;1;NA;3;2;1;1;1;1;2;1;7;NA;NA;2;1;1;2;2;7;7;2;2;2;2;4;4;3;4;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;2;1;NA;NA;NA;4;4;4;NA;3;1;6;1;1;3;4;5;3;5;5;5;2;2;99;2;5;0;10;0;0;0;0;NA;1982;1;1;__NA__;1;5;4;1;__NA__;2;99;24;1;2;7;4;2;2;1;5;__NA__;1
150;1;NA;2;100;4;4;5;2;2;2;1;95;60;75;80;50;1;41;1;65;1;1;100;1;75;60;50;56;75;1;3;11;NA;NA;3;3;NA;1;1;2;5;5;2;4;4;3;2;2;1;__NA__;NA;__NA__;1;NA;2;2;7;3;2;5;7;7;3;1;2;2;1;3;2;5;5;NA;5;2;1;1;1;1;4;3;NA;NA;3;2;5;6;4;2;3;1;2;3;2;5;4;4;3;3;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;3;2;4;2;NA;4;NA;4;NA;4;4;NA;1;6;2;1;1;5;2;5;4;5;5;2;1;99;3;4;0;10;0;0;0;0;NA;1965;1;1;__NA__;2;1;4;1;__NA__;NA;99;17;1;1;1;2;1;1;2;1;__NA__;2
151;1;NA;2;100;2;4;5;2;1;2;1;NA;12;50;50;100;31;84;47;4;42;62;70;30;63;5;100;50;52;1;3;NA;NA;NA;3;3;NA;7;5;5;5;5;4;5;5;5;2;3;3;__NA__;NA;__NA__;NA;3;4;1;7;2;2;6;6;5;1;1;3;5;1;7;4;1;NA;2;3;2;2;2;1;3;3;NA;6;NA;4;2;6;7;3;6;5;1;2;1;3;5;3;4;3;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;1;1;NA;NA;NA;4;4;3;NA;3;1;4;2;2;4;4;4;3;4;5;5;1;1;99;3;5;0;10;0;0;0;0;NA;1975;2;1;__NA__;5;1;4;1;__NA__;NA;99;37;1;3;4;4;1;2;5;2;__NA__;1
152;1;NA;1;100;5;5;5;2;2;2;1;0;23;78;0;100;70;94;40;40;50;30;71;50;90;69;100;0;50;1;3;NA;2;NA;NA;3;NA;7;2;3;1;1;1;3;1;1;3;3;2;__NA__;NA;__NA__;2;NA;4;4;4;4;4;4;4;4;997;1;7;7;1;1;4;1;NA;4;5;2;1;1;3;1;4;NA;7;NA;4;1;1;4;2;7;4;2;3;1;4;4;3;3;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;6;4;7;NA;4;NA;4;NA;5;1;NA;1;5;2;4;1;1;3;1;5;5;5;2;2;99;1;5;0;10;0;0;0;0;NA;1964;2;1;__NA__;2;3;4;1;__NA__;2;99;39;1;2;6;3;3;2;6;1;__NA__;2
153;1;NA;1;100;5;5;5;2;2;2;1;0;1;100;2;70;30;95;5;1;95;100;0;45;59;50;75;1;66;1;5;4;NA;2;NA;2;NA;7;1;5;4;4;1;5;3;2;2;2;2;__NA__;NA;__NA__;1;NA;7;1;6;1;1;6;6;6;2;7;7;7;1;4;3;1;2;3;5;1;1;1;1;2;1;NA;7;4;NA;1;4;6;1;5;3;1;2;3;4;2;3;4;3;3;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;6;4;1;NA;1;NA;2;NA;5;2;NA;1;6;1;3;1;1;3;3;5;5;5;2;2;99;1;5;0;10;0;0;0;0;NA;1953;1;1;__NA__;2;1;4;1;__NA__;97;99;18;1;2;7;5;1;2;5;11;__NA__;2
154;1;NA;1;100;5;4;5;2;2;2;2;31;88;92;90;87;96;20;90;12;98;3;29;12;92;45;NA;21;98;1;5;8;2;NA;NA;2;NA;5;3;4;4;1;3;4;5;2;3;3;2;__NA__;NA;__NA__;2;NA;6;2;6;1;3;3;6;7;4;4;3;4;1;1;2;5;2;3;3;2;1;2;2;3;5;4;NA;NA;2;1;3;3;2;2;3;1;2;3;2;4;3;4;2;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;6;3;4;NA;4;4;NA;NA;3;5;NA;1;6;2;4;1;2;4;4;4;4;4;2;2;99;2;5;0;NA;0;0;1;0;NA;1950;2;1;__NA__;2;3;4;5;__NA__;4;99;21;1;2;6;4;2;1;2;1;__NA__;2
155;1;NA;1;100;2;5;4;2;2;2;2;1;45;96;21;31;14;96;50;0;23;36;30;55;84;26;50;33;88;1;2;NA;NA;3;NA;NA;2;7;2;4;4;1;1;4;2;2;4;3;NA;__NA__;2;__NA__;1;NA;6;1;6;1;1;5;4;5;2;1;3;5;1;2;3;1;3;NA;3;1;1;1;1;2;1;7;NA;NA;4;2;2;3;3;3;4;1;2;2;6;5;2;4;2;4;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;4;1;NA;7;3;4;NA;NA;5;1;NA;2;6;1;4;1;1;1;2;4;5;5;2;2;99;1;5;0;10;0;0;0;0;NA;1955;2;1;__NA__;2;1;4;5;__NA__;NA;99;39;1;2;6;4;1;2;2;2;__NA__;2
156;2;NA;NA;0;5;5;5;2;2;2;1;75;66;68;48;61;51;65;51;70;51;51;51;51;10;42;63;37;81;2;1;11;1;1;NA;NA;NA;2;3;4;4;4;3;3;3;3;3;3;NA;__NA__;4;neither;NA;3;5;4;1;5;6;2;4;3;4;6;6;7;1;1;3;2;2;NA;2;2;3;2;3;1;3;NA;6;2;NA;1;3;4;3;6;6;1;2;3;5;3;5;5;4;5;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;2;4;5;NA;NA;3;NA;3;5;NA;2;4;4;2;5;2;3;2;2;4;5;5;2;2;99;1;4;0;10;0;0;0;0;NA;1972;1;1;__NA__;2;6;4;NA;__NA__;2;99;20;2;4;4;4;4;2;6;1;__NA__;2
157;1;NA;2;100;5;5;5;2;2;2;2;100;95;85;75;30;1;1;1;100;1;1;95;3;90;80;2;90;100;1;1;11;1;NA;NA;NA;1;1;5;5;5;5;3;3;3;4;2;1;1;__NA__;NA;__NA__;1;NA;3;3;7;3;3;7;7;7;4;6;4;4;1;5;2;3;5;5;5;2;2;2;2;1;4;NA;3;2;NA;2;3;3;5;5;3;1;2;1;4;4;2;3;5;4;NA;NA;NA;NA;NA;NA;2;1;1;1;1;1;2;6;1;6;NA;NA;NA;4;4;5;5;NA;1;5;2;1;3;2;NA;NA;NA;NA;NA;2;2;99;4;5;3;2;1;2;2;0;NA;1955;1;2;__NA__;3;6;4;1;__NA__;8;99;42;1;1;1;3;1;2;2;1;__NA__;2
158;1;NA;1;100;5;5;5;2;2;2;1;0;100;100;100;100;30;71;69;0;90;60;50;76;67;100;50;66;10;1;3;8;2;NA;2;NA;NA;7;5;5;5;5;5;5;5;5;3;3;2;__NA__;NA;__NA__;1;NA;7;2;5;1;1;4;6;5;1;4;4;4;4;1;2;1;3;2;3;1;1;1;1;3;1;5;NA;NA;4;4;4;4;5;4;4;2;3;3;7;4;3;3;3;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;1;6;2;NA;3;4;NA;NA;4;3;NA;5;1;6;2;5;1;3;5;5;5;5;5;2;2;99;2;5;0;10;0;0;0;0;NA;1964;1;1;__NA__;2;1;4;1;__NA__;5;99;12;1;2;7;5;1;1;6;1;__NA__;2
159;2;NA;NA;1;5;5;5;2;2;2;1;0;92;95;97;1;1;12;1;0;2;1;1;1;100;50;1;0;5;1;5;11;NA;NA;4;NA;4;7;5;5;5;5;3;3;4;2;5;5;3;__NA__;NA;__NA__;NA;3;4;1;4;1;1;4;4;4;7;1;7;7;1;1;1;1;1;NA;4;2;1;1;1;1;1;7;NA;NA;1;1;1;1;1;7;7;2;2;3;1;4;2;3;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;4;3;7;NA;4;NA;NA;4;5;5;NA;1;3;1;1;1;1;2;2;1;1;1;2;1;99;4;5;2;2;2;2;2;0;NA;1958;1;1;__NA__;1;1;4;6;__NA__;2;99;51;1;3;4;4;4;1;1;1;__NA__;1
160;1;NA;2;100;5;5;5;2;2;2;1;90;99;100;100;100;1;1;0;66;2;0;100;0;75;100;100;100;100;1;3;11;NA;1;1;NA;NA;2;5;5;5;5;4;4;4;4;1;1;1;__NA__;NA;__NA__;1;NA;1;2;7;3;3;7;7;7;7;1;2;3;1;1;3;3;NA;5;5;2;1;2;1;1;6;NA;2;NA;3;1;1;2;2;7;7;1;2;1;1;7;3;5;3;4;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;1;6;4;NA;5;NA;4;4;NA;5;NA;5;1;6;2;1;2;4;5;5;5;5;5;2;1;99;3;5;0;10;0;0;0;0;NA;1953;1;1;__NA__;1;1;4;6;__NA__;97;99;55;1;1;1;1;1;2;6;NA;__NA__;1
161;1;NA;1;100;5;5;5;2;2;1;2;1;70;95;60;40;80;70;86;1;66;95;1;100;100;59;40;15;80;1;5;10;NA;NA;2;2;NA;7;3;3;4;5;1;2;3;2;4;5;2;__NA__;NA;__NA__;2;NA;7;1;5;1;1;3;2;6;2;4;2;5;1;2;4;3;3;NA;4;1;1;1;1;1;2;NA;7;NA;4;2;6;6;2;5;6;1;3;3;4;6;2;3;2;3;2;2;2;2;2;1;NA;NA;NA;NA;NA;NA;1;2;4;1;NA;4;NA;NA;4;4;NA;2;1;3;1;3;1;2;2;3;4;5;4;2;2;99;2;5;0;7;0;0;3;0;NA;1942;2;1;__NA__;2;1;4;5;__NA__;4;99;20;1;2;6;5;2;1;5;1;__NA__;1
162;1;NA;2;100;5;5;5;2;2;2;2;0;100;100;100;59;10;20;50;0;31;100;31;50;100;59;10;22;75;1;3;4;NA;2;2;NA;NA;7;3;3;3;3;2;2;2;1;5;5;NA;__NA__;3;__NA__;NA;1;5;1;6;1;1;4;4;7;5;4;3;7;1;4;1;2;1;NA;3;1;1;1;1;1;2;NA;7;4;NA;2;3;3;1;7;7;1;3;3;4;5;4;5;3;3;NA;NA;NA;NA;NA;NA;1;2;2;2;2;1;1;2;4;5;NA;4;NA;4;NA;2;NA;2;2;4;1;1;1;2;3;1;5;5;5;2;2;99;3;4;3;2;1;3;1;0;NA;1950;2;1;__NA__;2;4;4;5;__NA__;1;99;48;1;3;5;3;1;1;5;1;__NA__;2
163;1;NA;2;100;5;4;5;2;2;2;1;95;100;100;100;100;50;60;20;100;10;1;90;10;90;100;100;80;100;1;1;3;NA;1;NA;NA;1;2;4;4;5;5;4;5;5;5;3;3;NA;__NA__;1;__NA__;1;NA;1;2;7;2;2;5;6;7;4;4;4;4;1;4;3;3;4;NA;5;2;1;2;2;3;6;NA;4;NA;2;1;4;4;2;5;5;1;2;1;2;4;2;3;2;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;2;6;1;1;NA;3;NA;NA;4;3;NA;5;1;6;2;1;2;3;NA;NA;NA;NA;NA;2;2;99;5;4;4;6;0;0;0;0;NA;1964;2;6;__NA__;2;5;4;1;__NA__;5;99;42;1;1;1;1;3;2;5;1;__NA__;1
